# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-27 15:21:16.953
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.016420,-0.1060,-0.0150,0.4290,0.44
0.019914,-0.1520,-0.0300,0.1870,0.24
0.043077,-0.1520,-0.0300,0.1870,0.24
0.043475,-0.0700,-0.0080,-0.1560,0.17
0.059446,-0.0050,-0.0370,-0.3890,0.39
0.059932,0.0230,-0.0470,-0.5180,0.52
0.075420,-0.0080,-0.0540,-0.5130,0.52
0.089730,-0.1460,-0.0470,-0.1930,0.25
0.090201,-0.1460,-0.0470,-0.1930,0.25
0.104615,-0.2270,-0.0160,-0.0230,0.23
0.122082,-0.0450,-0.0360,0.1270,0.14
0.122576,-0.0450,-0.0360,0.1270,0.14
0.138621,-0.0410,-0.0520,0.0590,0.09
0.139058,0.0110,-0.0640,0.0280,0.07
0.155266,0.0160,-0.0410,0.0240,0.05
0.171494,-0.0910,0.0640,-0.0640,0.13
0.171988,-0.0910,0.0640,-0.0640,0.13
0.188466,-0.1100,0.0590,-0.0470,0.13
0.188966,-0.1190,0.0730,-0.1140,0.18
0.204358,-0.0760,0.0870,-0.1240,0.17
0.220768,-0.0310,0.0860,-0.2360,0.25
0.221265,-0.0310,0.0860,-0.2360,0.25
0.237862,-0.0220,0.1080,-0.1690,0.20
0.238382,-0.0100,0.0720,-0.0800,0.11
0.254617,0.0040,0.0820,-0.0030,0.08
0.272618,0.0590,-0.0070,-0.0100,0.06
0.273094,0.0590,-0.0070,-0.0100,0.06
0.288519,-0.0120,0.0080,-0.0200,0.02
0.289079,-0.0120,0.0080,-0.0200,0.02
0.304551,-0.0310,0.0170,0.0190,0.04
0.319022,-0.0820,-0.0200,0.1370,0.16
0.319249,-0.0820,-0.0200,0.1370,0.16
0.334931,-0.1010,0.0130,0.0750,0.13
0.338769,-0.1140,0.0600,-0.0640,0.14
0.347787,-0.0780,0.0430,-0.0500,0.10
0.364001,-0.0560,-0.0190,0.0200,0.06
0.368489,-0.0700,0.0020,-0.0210,0.07
0.379803,-0.0700,0.0020,-0.0210,0.07
0.389990,-0.0300,-0.0120,-0.1240,0.13
0.401527,-0.0300,-0.0120,-0.1240,0.13
0.414283,-0.0830,0.0040,0.0210,0.09
0.418074,-0.0700,0.0110,0.0290,0.08
0.429173,-0.1170,0.0250,0.0140,0.12
0.437755,-0.0940,0.0010,0.0000,0.09
0.448926,-0.0700,0.0040,-0.0020,0.07
0.467115,-0.0600,0.0350,0.0370,0.08
0.468427,-0.0510,0.0560,0.0420,0.09
0.485637,-0.1130,0.0710,-0.0170,0.13
0.488433,-0.0740,0.1070,-0.0430,0.14
0.502639,-0.0740,0.1070,-0.0430,0.14
0.517734,-0.0190,0.1040,-0.0770,0.13
0.518110,-0.0190,0.1040,-0.0770,0.13
0.535762,0.0170,0.0880,-0.0100,0.09
0.538187,0.0100,0.1050,-0.0600,0.12
0.554308,0.0100,0.1050,-0.0600,0.12
0.568582,-0.0040,0.0850,-0.1000,0.13
0.570760,-0.0040,0.0850,-0.1000,0.13
0.587409,-0.0490,0.0900,-0.0340,0.11
0.587787,-0.0490,0.0900,-0.0340,0.11
0.603149,-0.0680,0.1020,-0.0970,0.16
0.619997,-0.0050,0.0770,-0.1130,0.14
0.620599,-0.0050,0.0770,-0.1130,0.14
0.636110,-0.0260,0.1040,0.0630,0.12
0.638402,-0.0330,0.0600,0.0500,0.08
0.654155,-0.0330,0.0600,0.0500,0.08
0.667138,-0.0170,0.0750,-0.1970,0.21
0.667856,0.0370,0.0900,-0.1720,0.20
0.686474,0.0290,0.1000,-0.0790,0.13
0.688349,0.0050,0.0970,-0.0390,0.10
0.702020,0.0050,0.0970,-0.0390,0.10
0.717128,0.0550,0.0630,-0.0270,0.09
0.718163,0.0680,0.0200,0.0490,0.09
0.737252,0.0370,-0.0010,0.1600,0.16
0.737705,0.0370,-0.0010,0.1600,0.16
0.753312,0.0040,-0.0510,0.0860,0.10
0.769081,-0.0070,-0.0410,-0.0530,0.07
0.769475,-0.0070,-0.0410,-0.0530,0.07
0.785914,-0.0590,-0.0710,0.0160,0.09
0.788476,-0.0780,-0.0510,-0.0620,0.11
0.801948,-0.0780,-0.0510,-0.0620,0.11
0.816897,-0.0950,-0.0260,-0.0320,0.10
