# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-27 15:22:27.427
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.006569,0.1000,0.0590,0.1070,0.16
0.017029,0.0850,-0.0020,0.2170,0.23
0.033378,0.0050,0.0500,0.1860,0.19
0.056513,-0.0020,0.1220,-0.0260,0.12
0.071976,0.0280,0.0860,-0.0620,0.11
0.089204,-0.0170,0.1040,0.0880,0.14
0.089657,-0.0170,0.1040,0.0880,0.14
0.104270,-0.0390,0.0630,0.1390,0.16
0.118279,-0.0530,0.0420,0.1070,0.13
0.118476,-0.0530,0.0420,0.1070,0.13
0.130683,-0.0290,0.0240,0.0550,0.07
0.145799,-0.0680,-0.0280,0.1700,0.19
0.150909,-0.0600,-0.0090,0.2460,0.25
0.162762,-0.0720,-0.0670,0.2700,0.29
0.171077,-0.0580,-0.0360,0.2580,0.27
0.186705,-0.0580,-0.0360,0.2580,0.27
0.186923,-0.0220,-0.0200,0.1960,0.20
0.206642,-0.0290,-0.0030,0.1360,0.14
0.206836,-0.0290,-0.0030,0.1360,0.14
0.220833,-0.0080,0.0900,-0.0620,0.11
0.230756,-0.0080,0.1140,-0.0690,0.13
0.244991,-0.0230,0.1110,-0.0480,0.12
0.250475,0.0240,0.1320,-0.0140,0.13
0.262065,0.0600,0.0840,0.0180,0.10
0.270126,0.0700,0.1060,0.0780,0.15
0.277982,0.0700,0.1060,0.0780,0.15
0.296099,0.1100,0.0780,0.1210,0.18
0.296325,0.1100,0.0780,0.1210,0.18
0.314665,0.0410,0.0640,0.1860,0.20
0.320454,0.0410,0.0640,0.1860,0.20
0.332676,0.0210,0.0370,0.2430,0.25
0.350586,0.0230,0.0380,0.2360,0.24
0.350932,-0.0190,0.0120,0.1810,0.18
0.369471,-0.0260,0.0530,0.1620,0.17
0.369984,-0.0470,0.0390,0.1070,0.12
0.384809,-0.0690,0.0310,0.0800,0.11
0.401351,-0.0080,0.0290,0.0040,0.03
0.401703,-0.0010,0.0310,-0.0190,0.04
0.418170,-0.0280,0.0360,0.0040,0.05
0.418561,-0.0660,0.0190,0.0540,0.09
0.435312,-0.0370,0.0300,0.0540,0.07
0.440067,-0.0160,0.0560,0.0680,0.09
0.452541,-0.0210,0.0610,0.0130,0.07
0.468703,-0.0040,0.0970,0.0560,0.11
0.469089,-0.0050,0.0630,0.1520,0.16
0.485418,0.0080,0.0700,0.1070,0.13
0.503092,0.0030,0.0940,0.1120,0.15
0.503497,-0.0270,0.0850,0.1570,0.18
0.518963,-0.0830,0.0710,0.1960,0.22
0.519366,-0.0640,0.0950,0.2200,0.25
0.534504,-0.0280,0.0910,0.1870,0.21
0.550801,-0.0190,0.0600,0.1360,0.15
0.551215,0.0000,0.0800,0.1220,0.15
0.567902,-0.0040,0.0700,0.1010,0.12
0.568329,0.0020,0.0850,0.0940,0.13
0.584339,0.0330,0.0300,0.0920,0.10
0.601355,0.0480,0.0110,0.0540,0.07
0.601816,0.0260,-0.0050,0.0610,0.07
0.617813,0.0080,0.0400,0.0800,0.09
0.618330,-0.0390,0.0970,0.1090,0.15
0.634844,-0.0580,0.1070,0.0900,0.15
0.637045,-0.0050,0.0990,0.0350,0.11
0.650666,0.0440,0.0940,0.0000,0.10
0.669418,0.0560,0.0700,0.0450,0.10
0.669779,0.0110,0.1180,0.1120,0.16
0.683045,-0.0100,0.1080,0.1930,0.22
0.687333,-0.0010,0.1010,0.1430,0.18
0.701024,0.0360,0.0820,0.1000,0.13
0.717763,0.0700,0.0670,0.1120,0.15
0.718337,0.0410,0.0430,0.1780,0.19
0.733512,0.0050,0.0550,0.1540,0.16
0.748694,-0.0300,0.0360,0.1660,0.17
0.749191,-0.0250,0.0480,0.1490,0.16
0.767471,-0.0250,0.0360,0.1010,0.11
0.767962,-0.0200,0.0260,0.1110,0.12
0.783856,-0.0630,0.0190,0.0670,0.09
0.786640,-0.0500,0.0240,0.0740,0.09
0.800105,-0.0550,0.0520,0.0570,0.09
0.816520,-0.0710,0.0640,0.0670,0.12
0.816978,-0.0610,0.0630,0.0520,0.10
0.828864,-0.0150,0.0220,0.0350,0.04
0.847263,-0.0050,0.0790,0.0310,0.09
0.847749,-0.0050,0.0790,0.0310,0.09
0.867460,-0.0170,0.0720,0.0830,0.11
0.867973,-0.0440,0.0810,0.1310,0.16
0.886345,-0.0010,0.0450,0.1190,0.13
0.886885,0.0340,0.0800,0.1190,0.15
0.901699,0.0550,0.1060,0.1070,0.16
0.916836,0.0450,0.1230,0.1260,0.18
0.917300,0.0310,0.1110,0.1120,0.16
0.932919,0.0090,0.1120,0.0830,0.14
0.950885,0.0350,0.0620,0.1140,0.13
0.951311,0.0350,0.0620,0.1140,0.13
0.968749,0.0160,0.1140,0.1360,0.18
0.969252,0.0000,0.0590,0.0670,0.09
0.982178,-0.0100,0.0720,0.0450,0.09
1.001407,-0.0290,0.0460,0.1340,0.14
1.002054,-0.0290,0.0460,0.1340,0.14
1.016591,-0.0140,0.0370,0.1170,0.12
1.017044,-0.0500,0.0370,0.1510,0.16
1.032446,-0.0360,0.0450,0.1150,0.13
1.050010,0.0000,0.0280,0.0770,0.08
1.050581,0.0000,0.0280,0.0770,0.08
1.067597,0.0000,0.0470,0.1080,0.12
1.068149,-0.0400,0.0450,0.1540,0.17
1.083345,-0.0180,0.0850,0.1140,0.14
1.100023,-0.0020,0.0570,0.0230,0.06
1.100564,-0.0020,0.0570,0.0230,0.06
1.116349,-0.0470,0.0470,0.0490,0.08
1.116880,-0.0380,0.0760,0.1240,0.15
1.132726,-0.0450,0.0830,0.0950,0.13
1.150883,0.0020,0.0610,0.0660,0.09
1.151467,0.0020,0.0610,0.0660,0.09
1.166271,-0.0140,0.0730,0.0980,0.12
1.166799,-0.0380,0.0690,0.1620,0.18
1.183217,-0.0470,0.0740,0.1740,0.19
1.199146,-0.0180,0.0420,0.1770,0.18
1.199646,-0.0180,0.0420,0.1770,0.18
1.217761,-0.0060,0.0330,0.1620,0.17
1.218414,-0.0350,0.0540,0.1720,0.18
1.230950,-0.0420,0.0950,0.1450,0.18
1.250250,-0.0250,0.1170,0.0400,0.13
1.250761,-0.0250,0.1170,0.0400,0.13
1.265661,0.0290,0.0830,0.0110,0.09
1.282750,0.0000,0.0710,0.0590,0.09
1.283274,0.0000,0.0710,0.0590,0.09
1.300690,0.0720,0.0570,0.1040,0.14
1.301231,0.0720,0.0570,0.1040,0.14
1.316470,0.0620,0.0470,0.1450,0.16
1.316958,0.0120,0.0470,0.1900,0.20
1.331523,-0.0010,0.0640,0.2140,0.22
1.349759,-0.0010,0.0240,0.1160,0.12
1.350502,-0.0010,0.0240,0.1160,0.12
1.364742,-0.0180,0.0190,0.1320,0.13
1.382332,-0.1110,0.0480,0.1610,0.20
1.382870,-0.1110,0.0480,0.1610,0.20
1.398677,-0.0440,0.0190,0.0510,0.07
1.399280,-0.0440,0.0190,0.0510,0.07
1.415344,-0.0160,0.0260,0.0480,0.06
1.431826,-0.0420,0.0840,0.0310,0.10
1.432447,-0.0420,0.0840,0.0310,0.10
1.446779,-0.0080,0.0720,0.0050,0.07
1.447095,-0.0080,0.0720,0.0050,0.07
1.458364,-0.0110,0.0790,0.0380,0.09
1.474613,-0.0350,0.1150,0.1190,0.17
1.480831,0.0410,0.0860,0.0850,0.13
1.491132,0.0450,0.1010,0.0640,0.13
1.501005,0.0160,0.0670,0.1230,0.14
1.515372,0.0160,0.0670,0.1230,0.14
1.527055,-0.0100,0.0860,0.1540,0.18
1.527300,-0.0100,0.0860,0.1540,0.18
1.541018,0.0180,0.0650,0.1560,0.17
1.549717,0.0320,0.0670,0.1540,0.17
1.557538,-0.0430,0.0600,0.1610,0.18
1.573945,-0.0480,0.0740,0.0860,0.12
1.580448,-0.0210,0.0900,0.0260,0.10
1.590563,-0.0130,0.0710,0.0000,0.07
1.600398,-0.0270,0.0370,0.0650,0.08
1.610193,-0.0630,0.0530,0.0410,0.09
1.629206,-0.0750,0.0520,0.0360,0.10
1.629556,-0.0750,0.0520,0.0360,0.10
1.645665,-0.0180,0.0010,0.1850,0.19
1.651725,-0.0250,0.0370,0.1820,0.19
1.664143,-0.0250,0.0370,0.1820,0.19
1.680043,-0.0080,0.0590,0.0720,0.09
1.680478,-0.0080,0.0590,0.0720,0.09
1.696462,-0.0670,0.0990,0.0880,0.15
1.696866,-0.0670,0.0990,0.0880,0.15
1.714124,-0.0880,0.0870,0.1530,0.20
1.729425,-0.0030,0.0660,0.0500,0.08
1.729935,-0.0030,0.0660,0.0500,0.08
1.746977,0.0000,0.0430,0.1150,0.12
1.747403,0.0000,0.0430,0.1150,0.12
1.763608,-0.0620,0.0890,0.1410,0.18
1.780164,-0.0290,0.0490,0.0960,0.11
1.780602,-0.0290,0.0490,0.0960,0.11
1.795902,-0.0190,0.0540,0.0980,0.11
1.796341,-0.0410,0.0560,0.1390,0.16
1.813283,-0.0810,0.0870,0.1850,0.22
1.830291,-0.0330,0.1110,0.0200,0.12
1.830758,-0.0330,0.1110,0.0200,0.12
1.845782,0.0550,0.0700,0.0540,0.10
1.846332,0.0550,0.0700,0.0540,0.10
1.864833,0.0220,0.0700,0.0800,0.11
1.879125,0.0220,0.0870,0.0850,0.12
1.879600,0.0220,0.0870,0.0850,0.12
1.896477,0.0340,0.0420,0.1040,0.12
1.896936,0.0340,0.0420,0.1040,0.12
1.912833,0.0240,0.0180,0.1570,0.16
1.929055,0.0030,0.0420,0.1590,0.16
1.929510,-0.0060,0.0420,0.1280,0.13
1.947527,-0.0400,0.0280,0.1090,0.12
1.947963,-0.0620,0.0170,0.1350,0.15
1.962302,-0.0790,-0.0010,0.1350,0.16
1.979817,-0.0760,0.0320,0.1400,0.16
1.980315,-0.0670,0.0320,0.0760,0.11
1.996002,-0.0590,0.0180,0.0020,0.06
1.996484,-0.0280,0.0210,0.0260,0.04
2.011846,-0.0570,0.0350,0.0980,0.12
2.028778,-0.0570,0.0620,0.1050,0.13
2.029392,-0.0380,0.0850,0.1250,0.16
2.045133,-0.0090,0.0710,0.0550,0.09
2.050104,-0.0100,0.0800,0.0410,0.09
2.063557,0.0040,0.0910,0.0200,0.09
2.079601,0.0200,0.0960,0.0290,0.10
2.080083,0.0040,0.1190,0.0460,0.13
2.092939,-0.0070,0.1020,0.0840,0.13
2.101054,0.0110,0.0900,0.1220,0.15
2.113957,0.0230,0.1000,0.1190,0.16
2.128546,0.0490,0.1000,0.1260,0.17
2.129090,0.0180,0.0760,0.1720,0.19
2.144899,-0.0060,0.0570,0.1720,0.18
2.163235,-0.0400,0.0630,0.1860,0.20
2.163806,-0.0520,0.0910,0.1550,0.19
2.177966,-0.0610,0.0690,0.1360,0.16
2.178531,-0.0400,0.0650,0.0810,0.11
2.195690,-0.0830,0.0550,0.0430,0.11
2.210855,-0.0950,0.0410,0.0450,0.11
2.211395,-0.0590,0.0570,0.0640,0.10
2.228811,-0.0370,0.0230,0.0550,0.07
2.229346,-0.0300,0.0140,0.0570,0.07
2.244707,-0.0290,0.0230,0.0760,0.08
2.247368,-0.0580,0.0540,0.0500,0.09
2.261674,-0.0580,0.0700,0.0830,0.12
2.277726,-0.0440,0.1030,0.0830,0.14
2.278364,-0.0660,0.0760,0.0930,0.14
2.294153,-0.0180,0.0740,0.1170,0.14
2.297153,-0.0590,0.0780,0.1310,0.16
2.311799,-0.0920,0.0830,0.1240,0.18
2.328206,-0.0710,0.0800,0.1590,0.19
2.328760,-0.0470,0.0950,0.1620,0.19
2.344222,-0.0420,0.0830,0.1470,0.17
2.347077,-0.0250,0.0740,0.1280,0.15
2.361540,-0.0160,0.0530,0.0610,0.08
2.378799,-0.0130,0.0200,0.0750,0.08
2.379374,-0.0180,0.0440,0.0680,0.08
