# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-27 15:12:19.498
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.006086,1.0350,-0.8190,-0.9350,1.62
0.018990,1.1920,-0.7700,-1.0550,1.77
0.022943,0.8390,-0.3250,-0.6540,1.11
0.031775,0.8390,-0.3250,-0.6540,1.11
0.056056,0.8480,-0.2870,-0.7330,1.16
0.056506,0.8480,-0.2870,-0.7330,1.16
0.074182,0.8730,-0.3440,-0.9130,1.31
0.074672,0.9780,-0.3710,-1.1040,1.52
0.089543,1.0720,-0.2910,-1.1410,1.59
0.090518,1.0560,-0.1800,-1.0240,1.48
0.106034,1.0660,-0.1610,-0.7470,1.31
0.123155,1.0430,-0.1640,-0.5160,1.18
0.123667,0.9900,-0.1960,-0.2980,1.05
0.139287,0.8030,-0.2200,-0.0950,0.84
0.140666,0.6700,-0.2970,-0.0460,0.73
0.155905,0.6460,-0.3670,-0.0500,0.74
0.172152,0.5460,-0.3110,-0.0910,0.63
0.172721,0.3140,-0.3340,-0.2550,0.52
0.185049,0.0440,-0.4820,-0.3320,0.59
0.202053,-0.8400,0.5300,-0.6620,1.19
0.202392,-0.8400,0.5300,-0.6620,1.19
0.219080,-0.1180,-0.0210,-0.7150,0.72
0.223674,-0.9810,0.0120,-0.3320,1.04
0.236646,-0.9810,0.0120,-0.3320,1.04
0.240808,-1.3590,0.1130,-0.1240,1.37
0.253806,-1.4210,0.2830,-0.2180,1.47
0.270255,-1.4430,0.4590,-0.3490,1.55
0.270641,-1.5810,0.4570,-0.2600,1.67
0.287448,-1.6980,0.4550,-0.1550,1.76
0.303707,-1.8570,0.5590,0.3290,1.97
0.304097,-1.8570,0.5590,0.3290,1.97
0.319788,-1.6140,0.3890,0.5460,1.75
0.323159,-1.5690,0.3820,0.3650,1.66
0.336490,-1.5690,0.3820,0.3650,1.66
0.351638,-1.6820,0.7480,-0.0750,1.84
0.352056,-1.6820,0.7480,-0.0750,1.84
0.370440,-1.8800,0.8720,-0.3550,2.10
0.370973,-2.0440,0.8700,-0.6070,2.30
0.386817,-2.0520,0.8830,-0.8450,2.39
0.402207,-2.1430,0.8160,-0.4560,2.34
0.402558,-2.1430,0.8160,-0.4560,2.34
0.418228,-2.2500,0.8390,-0.0590,2.40
0.423389,-2.5230,1.2800,0.6860,2.91
0.433029,-2.5230,1.2800,0.6860,2.91
0.446842,-2.8380,1.5270,1.1920,3.44
0.451438,-2.6960,1.0550,1.1060,3.10
0.463423,-2.6960,1.0550,1.1060,3.10
0.471929,-3.6880,0.1670,-1.0460,3.84
0.481623,-1.4510,1.1160,-1.1120,2.14
0.500858,-3.3250,0.9570,0.4070,3.48
0.501159,-3.3250,0.9570,0.4070,3.48
0.518892,-3.3380,0.0810,2.4180,4.12
0.521839,-2.2460,-0.6340,2.3780,3.33
0.536141,-2.2460,-0.6340,2.3780,3.33
0.551800,-1.2960,-1.0350,2.5020,3.00
0.552261,-1.2960,-1.0350,2.5020,3.00
0.570458,-1.2250,-0.6990,2.0130,2.46
0.571043,-1.4120,-0.3650,1.7550,2.28
0.585976,-1.5090,-0.2720,1.6640,2.26
0.602894,-1.4710,-0.4300,1.4840,2.13
0.603372,-1.4710,-0.4300,1.4840,2.13
0.618987,-1.5720,-0.2800,1.3070,2.06
0.622391,-1.6500,-0.0160,1.2980,2.10
