# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-27 15:15:01.781
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.219808,0.0920,0.7080,-0.1890,0.74
1.220329,0.1190,0.8480,0.4220,0.95
1.233486,0.0870,0.8070,1.2080,1.46
1.250880,0.0250,0.8220,2.0740,2.23
1.251330,-0.0890,0.8160,2.9170,3.03
1.268578,-0.0520,0.7960,3.6140,3.70
1.269038,0.1070,0.7310,4.3030,4.37
1.284717,0.2690,0.7890,4.8070,4.88
1.299452,0.4970,0.9360,5.3540,5.46
1.299762,0.9740,0.9000,5.7850,5.94
1.316976,1.4540,0.6380,6.0740,6.28
1.317523,1.9240,0.4390,6.0010,6.32
1.333410,2.2010,0.3650,5.8000,6.21
1.351147,2.4140,0.3150,5.6210,6.13
1.351733,2.6290,0.1310,5.5140,6.11
1.367484,2.8620,-0.1090,5.3870,6.10
1.368156,2.9220,-0.3760,5.4020,6.15
1.384554,2.8810,-0.5720,5.3970,6.14
1.389307,2.7960,-0.8860,5.2680,6.03
1.402471,2.6920,-1.1150,4.9470,5.74
1.417559,2.5750,-1.3060,4.3570,5.23
1.418072,2.2610,-1.2650,3.4180,4.29
1.433994,1.8750,-1.1470,2.2900,3.17
1.451380,1.5570,-1.0060,1.0230,2.12
1.452081,1.2870,-0.8970,-0.2080,1.58
1.467554,0.9340,-0.6350,-1.4210,1.82
1.468141,0.5950,-0.2960,-2.4630,2.55
1.484029,0.5170,-0.2350,-3.3350,3.38
1.501762,0.5630,-0.2790,-4.0580,4.11
1.502315,0.7050,-0.4180,-4.5850,4.66
1.516871,0.9180,-0.6270,-4.9280,5.05
1.517437,1.0460,-0.7930,-5.0560,5.22
1.534172,1.0040,-0.8880,-5.0540,5.23
1.550322,0.8910,-1.0080,-4.9970,5.17
1.550869,0.6860,-1.1540,-5.0130,5.19
1.567159,0.3900,-1.2300,-5.1450,5.30
1.567835,0.0440,-1.1860,-5.4700,5.60
1.582948,-0.2340,-1.1420,-5.7680,5.88
1.601697,-0.4110,-1.1000,-6.1110,6.22
1.602355,-0.5840,-1.0630,-6.4070,6.52
1.612816,-0.7040,-0.8960,-6.6470,6.74
1.617149,-0.7750,-0.6910,-6.7560,6.84
1.628069,-0.7590,-0.5060,-6.4580,6.52
1.642853,-0.8600,-0.3690,-5.8580,5.93
1.647020,-1.0230,-0.2300,-5.1620,5.27
1.660417,-1.1730,-0.0560,-4.5010,4.65
1.667094,-1.2120,0.0470,-3.9940,4.17
1.684095,-1.2250,0.1390,-3.4560,3.67
1.696537,-1.2810,0.3110,-2.9860,3.26
1.696944,-1.2700,0.5900,-2.5890,2.94
1.709886,-1.2700,0.5900,-2.5890,2.94
1.717006,-1.2440,1.0090,-2.0830,2.63
1.726910,-1.1650,1.0260,-1.6240,2.25
1.743926,-1.1080,1.2330,-1.1270,2.00
1.747185,-1.0820,1.4440,-0.7890,1.97
1.760361,-0.9360,1.5500,-0.5980,1.91
1.767475,-0.7460,1.5650,-0.4450,1.79
1.778021,-0.6040,1.5980,-0.1940,1.72
1.797012,-0.5650,1.6100,0.0910,1.71
1.797505,-0.4840,1.5400,0.5700,1.71
1.817016,-0.3700,1.4140,1.0520,1.80
1.817475,-0.3700,1.4140,1.0520,1.80
1.832912,-0.1900,1.0300,2.3980,2.62
1.849261,-0.1610,0.8310,2.9930,3.11
1.849766,-0.0660,0.5490,3.5460,3.59
1.865981,-0.0200,0.2400,4.1430,4.15
1.866469,-0.0200,0.2400,4.1430,4.15
1.883062,-0.3600,0.1280,4.8650,4.88
1.898964,-0.6930,0.2830,4.8310,4.89
1.899463,-0.9880,0.4130,4.3910,4.52
1.916067,-1.1930,0.5230,3.6190,3.85
1.916604,-1.1930,0.5230,3.6190,3.85
1.932403,-1.7970,0.8250,1.9740,2.79
1.937078,-2.0400,0.9260,1.4120,2.65
1.950864,-2.1440,0.8240,0.9270,2.48
1.965010,-2.1550,0.6940,0.7110,2.37
1.967048,-2.0090,0.4120,0.6790,2.16
1.982407,-1.7060,-0.0030,0.7740,1.87
1.999698,-1.2150,-0.6930,1.0850,1.77
2.000228,-1.2150,-0.6930,1.0850,1.77
2.015910,-1.1000,-1.1140,1.2020,1.97
2.016430,-1.2250,-1.3740,1.0590,2.12
2.031368,-1.9840,-1.3350,0.4250,2.43
2.049990,-2.3650,-1.1920,-0.1550,2.65
2.050504,-2.5690,-1.1800,-0.7990,2.94
2.066250,-2.6860,-1.1110,-1.3180,3.19
2.066780,-2.6860,-1.1110,-1.3180,3.19
2.081784,-2.6770,-0.9700,-1.9560,3.45
2.094772,-1.9510,-1.1140,-2.4770,3.34
2.096766,-1.6400,-1.1850,-2.5930,3.29
2.115072,-1.1840,-1.1910,-2.8220,3.28
2.116595,-0.8820,-1.1740,-2.9700,3.31
2.131909,-0.6940,-1.1860,-3.0620,3.36
2.148400,-0.5780,-1.1850,-3.1800,3.44
2.148885,-0.4910,-1.0990,-3.4160,3.62
2.161635,-0.4210,-1.0440,-3.7500,3.92
2.180390,-0.1500,-0.9070,-4.3400,4.44
2.180847,-0.1500,-0.9070,-4.3400,4.44
2.198782,-0.0470,-0.8030,-4.5970,4.67
2.199303,0.0190,-0.7530,-4.7180,4.78
2.215661,0.1700,-0.7390,-4.8030,4.86
2.231550,0.2360,-0.6840,-4.8470,4.90
2.232187,0.2360,-0.6840,-4.8470,4.90
2.247065,0.1720,-0.6560,-4.8060,4.85
2.247721,0.1720,-0.6730,-4.5860,4.64
2.264380,0.1180,-0.5950,-4.3580,4.40
2.281593,0.0850,-0.3120,-4.0540,4.07
2.282149,0.0850,-0.3120,-4.0540,4.07
2.298600,0.0680,-0.1370,-3.8860,3.89
2.299166,-0.0040,0.0530,-3.6450,3.65
2.314830,0.0350,0.2680,-3.5140,3.52
2.331564,0.0590,0.6610,-2.9990,3.07
2.332207,0.0590,0.6610,-2.9990,3.07
2.347676,0.0590,0.7880,-2.6040,2.72
2.348244,0.0510,0.8780,-2.1170,2.29
2.364639,0.0820,0.9260,-1.5980,1.85
2.380608,0.0690,1.0630,-0.4720,1.17
2.381194,0.0690,1.0630,-0.4720,1.17
2.398304,0.1750,1.1420,0.0310,1.16
2.398839,0.2790,1.1210,0.5810,1.29
2.415984,0.3590,1.1080,1.1930,1.67
2.416532,0.3590,1.1080,1.1930,1.67
2.431143,0.3900,0.9840,2.3170,2.55
2.448062,0.3830,0.9210,2.7830,2.96
2.448667,0.4140,0.9400,3.4970,3.64
2.464255,0.4140,0.9400,3.4970,3.64
2.479610,0.6730,0.7140,4.2760,4.39
2.480233,0.7770,0.6210,4.4480,4.56
2.498244,0.9060,0.6140,4.6700,4.80
2.498750,0.9060,0.6140,4.6700,4.80
2.513797,1.0510,0.4920,4.8120,4.95
2.530107,1.3660,0.1680,4.6900,4.89
2.530655,1.4840,-0.0030,4.5780,4.81
2.548653,1.5110,-0.1150,4.3940,4.65
2.549221,1.5300,-0.1950,4.2380,4.51
2.563163,1.5300,-0.1950,4.2380,4.51
2.579422,1.9820,-0.5500,3.7400,4.27
2.580107,2.2530,-0.7140,3.5360,4.25
2.596898,2.3660,-0.8470,3.1680,4.04
2.597442,2.3660,-0.8470,3.1680,4.04
2.613830,2.3810,-0.9070,2.9110,3.87
2.630109,2.0650,-1.0490,2.1590,3.17
2.630684,1.8240,-1.1260,1.7350,2.76
2.647663,1.5340,-1.2650,0.8640,2.17
2.648313,1.5340,-1.2650,0.8640,2.17
2.663478,1.1620,-0.9210,0.1340,1.49
2.679179,0.7360,-0.5140,-1.1440,1.45
2.679986,0.6250,-0.3680,-1.7300,1.88
2.692030,0.5580,-0.1710,-2.2810,2.35
2.707364,0.5700,0.0070,-2.7750,2.83
2.707955,0.6810,0.0590,-3.2010,3.27
2.724723,0.8730,0.0480,-3.5710,3.68
2.733037,1.0100,-0.0280,-3.7500,3.88
2.741626,0.9920,-0.1000,-3.7150,3.85
2.750250,0.9410,-0.2460,-3.9730,4.09
2.761404,0.9410,-0.2460,-3.9730,4.09
2.773734,0.7880,-0.7090,-3.8130,3.96
2.781353,0.5120,-0.6730,-3.9550,4.04
2.789339,0.2420,-0.7460,-4.0800,4.15
2.806719,0.0660,-0.8850,-4.2180,4.31
2.806953,-0.1300,-0.9860,-4.3750,4.49
2.824710,-0.2980,-0.9980,-4.4530,4.57
2.829678,-0.3990,-0.9640,-4.5700,4.69
2.842533,-0.5400,-0.9220,-4.7320,4.85
2.849542,-0.6270,-0.8430,-4.7830,4.90
2.857150,-0.7640,-0.7190,-4.7220,4.84
2.874768,-0.8320,-0.6530,-4.7480,4.86
2.879131,-1.0130,-0.5220,-4.4760,4.62
2.893483,-1.2140,-0.6360,-4.3060,4.52
2.899865,-1.3990,-0.7510,-4.3310,4.61
2.911717,-1.6190,-0.3730,-4.2020,4.52
2.929360,-1.7200,0.0090,-4.1790,4.52
2.929857,-1.7260,0.1700,-3.8260,4.20
2.947046,-1.8120,0.2800,-3.3810,3.85
2.947637,-1.8120,0.2800,-3.3810,3.85
2.963168,-1.9180,0.4500,-1.9330,2.76
2.977017,-1.7160,0.5870,-1.3150,2.24
2.977401,-1.2530,0.8590,-0.9000,1.77
2.993105,-1.4860,0.9770,-0.5270,1.85
2.999846,-1.6950,1.0440,-0.0070,1.99
3.011463,-1.2970,0.7990,0.4960,1.60
3.031010,-0.7740,0.5450,1.6520,1.90
3.031646,-0.6560,0.6830,3.2820,3.42
3.045553,-0.6300,0.6610,3.6220,3.74
3.049413,-0.5230,0.5460,4.9630,5.02
3.061719,-0.3940,0.1830,6.1430,6.16
3.078396,-0.4480,-0.2250,6.9000,6.92
3.078913,-0.9810,-0.1720,7.0290,7.10
3.096154,-1.9520,0.1900,6.7980,7.08
3.096712,-1.9520,0.1900,6.7980,7.08
3.112673,-2.9570,0.6600,5.7180,6.47
3.128998,-3.2630,1.1970,5.1660,6.23
3.129559,-3.2080,1.5820,4.7180,5.92
3.146548,-2.7310,1.6510,4.4890,5.51
3.147086,-1.9230,1.4300,4.3660,4.98
3.162324,-0.7580,1.0550,4.1940,4.39
3.178692,0.1090,0.8020,3.9710,4.05
3.179221,0.6210,0.4640,3.7710,3.85
3.196039,0.9020,-0.0410,3.2240,3.35
3.196592,0.9020,-0.0410,3.2240,3.35
3.211742,-0.0050,-0.6130,1.2640,1.40
3.229014,-0.9330,-0.4000,0.5760,1.17
3.229541,-1.6910,-0.3670,-0.3400,1.76
3.245077,-2.1190,-0.5140,-1.3920,2.59
3.249127,-2.3370,-0.4210,-2.1960,3.23
3.261706,-2.3820,-0.3040,-2.8780,3.75
3.277479,-2.0340,-0.2700,-3.4330,4.00
3.278058,-1.4540,-0.4330,-3.9860,4.26
3.294323,-0.6870,-0.5630,-4.4250,4.51
3.299072,-0.1990,-0.7100,-4.8400,4.90
3.311252,0.0300,-0.7020,-5.1670,5.21
3.329052,0.1580,-0.8090,-5.4700,5.53
3.329634,0.2790,-0.9590,-5.7970,5.88
3.344530,0.1430,-1.1060,-6.0900,6.19
