# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-27 15:15:37.572
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.009557,-0.6580,0.0670,-1.1270,1.31
0.021317,-0.7490,0.2100,-1.5340,1.72
0.034283,-0.6900,0.3610,-1.7900,1.95
0.056379,0.0400,0.2800,-0.8310,0.88
0.057075,0.0400,0.2800,-0.8310,0.88
0.057586,0.4380,0.1660,-0.1960,0.51
0.073191,0.6870,0.1020,0.2880,0.75
0.087608,0.8050,0.0570,0.6610,1.04
0.088102,0.7860,0.0520,0.5750,0.98
0.104605,0.5870,0.1240,0.2970,0.67
0.119119,0.1560,0.1630,-0.3480,0.41
0.119560,0.1560,0.1630,-0.3480,0.41
0.137755,-0.0520,0.1510,-0.5930,0.61
0.138276,-0.1690,0.1780,-0.6780,0.72
0.155001,-0.1980,0.1350,-0.6730,0.71
0.175426,-0.0400,-0.0320,-0.5800,0.58
0.176020,-0.0400,-0.0320,-0.5800,0.58
0.176459,-0.0670,-0.0690,-0.5050,0.51
0.190773,-0.2010,-0.0300,-0.4460,0.49
0.203427,-0.2210,-0.0140,-0.2920,0.37
0.221590,-0.0440,-0.0560,-0.0350,0.08
0.222080,-0.0440,-0.0560,-0.0350,0.08
0.237666,0.0530,-0.0960,0.0240,0.11
0.238159,0.0730,-0.1230,0.0630,0.16
0.254965,0.0360,-0.0910,0.0290,0.10
0.271001,0.1060,-0.1860,0.1030,0.24
0.271462,0.1060,-0.1860,0.1030,0.24
0.287858,0.2120,-0.1790,0.2150,0.35
0.288384,0.3240,-0.2480,0.5010,0.65
0.302821,0.5210,-0.3140,0.8320,1.03
0.320575,0.8990,-0.5290,1.2870,1.66
0.321192,0.8990,-0.5290,1.2870,1.66
0.337109,0.9230,-0.5190,1.3400,1.71
0.337611,0.9140,-0.6000,1.3170,1.71
0.354345,0.7400,-0.6050,1.1110,1.47
0.370707,0.1010,-0.4960,0.7780,0.93
0.371226,0.1010,-0.4960,0.7780,0.93
0.386829,-0.0320,-0.5810,0.4970,0.77
0.387277,-0.3170,-0.3520,0.3130,0.57
0.404880,-0.3890,-0.2200,0.1690,0.48
0.420463,-0.1600,-0.1140,0.4610,0.50
0.421159,-0.1600,-0.1140,0.4610,0.50
0.434059,-0.1010,0.0010,0.7110,0.72
0.446531,-0.0430,0.0130,1.3730,1.37
0.446773,-0.0430,0.0130,1.3730,1.37
0.462744,0.1920,-0.2930,1.5100,1.55
0.471746,0.2080,-0.5840,1.5680,1.69
0.480339,0.2080,-0.5840,1.5680,1.69
0.502360,0.1710,-0.8530,1.9120,2.10
0.502726,0.1710,-0.8530,1.9120,2.10
0.514758,0.6610,-1.4830,2.4450,2.94
0.521462,0.9310,-1.6480,2.6290,3.24
0.528865,0.9310,-1.6480,2.6290,3.24
0.546059,1.5370,-1.8040,2.8640,3.72
0.546242,1.8710,-2.0050,2.8520,3.96
0.563751,2.0410,-2.1400,2.5100,3.88
0.571605,2.4870,-2.3690,2.8640,4.47
0.579629,2.5240,-2.4260,2.3200,4.20
0.600581,2.2990,-2.3980,1.6820,3.72
0.600971,1.9110,-2.2080,0.7310,3.01
0.618509,1.4970,-2.0050,-0.1590,2.51
0.618882,1.0440,-1.9500,-0.7190,2.33
0.635751,0.7610,-1.9090,-1.0380,2.30
0.636108,0.7610,-1.9090,-1.0380,2.30
0.651805,0.0730,-1.5810,-1.7050,2.33
0.670853,0.4020,-1.4890,-2.4530,2.90
0.671239,0.4020,-1.4890,-2.4530,2.90
0.684649,0.6240,-1.3880,-2.8320,3.21
0.701481,0.9570,-1.0360,-3.6410,3.90
0.701913,0.9570,-1.0360,-3.6410,3.90
0.719609,0.9750,-0.8270,-4.6230,4.80
0.720008,0.9750,-0.8270,-4.6230,4.80
0.735006,0.8690,-0.7410,-5.1190,5.24
0.752460,0.3450,-0.5330,-6.1560,6.19
0.753002,0.3450,-0.5330,-6.1560,6.19
0.768865,-0.1310,-0.3270,-6.7700,6.78
0.769315,-0.1310,-0.3270,-6.7700,6.78
0.787385,-0.3380,-0.2050,-6.9440,6.96
0.787801,-0.4570,-0.0430,-7.0220,7.04
0.801333,-0.5150,0.0940,-7.0230,7.04
0.819525,-0.7420,0.2070,-6.7590,6.80
0.819912,-0.7420,0.2070,-6.7590,6.80
0.834022,-0.8510,0.3230,-6.6200,6.68
0.850930,-1.0160,0.5560,-6.2420,6.35
0.851338,-1.0160,0.5560,-6.2420,6.35
0.867660,-1.1120,0.7360,-5.5810,5.74
0.868145,-1.1120,0.7360,-5.5810,5.74
0.883972,-1.1440,0.8740,-5.2040,5.40
0.900884,-1.1240,1.0300,-4.1490,4.42
0.901401,-1.1240,1.0300,-4.1490,4.42
0.918258,-0.8890,1.1550,-3.0450,3.38
0.918681,-0.8890,1.1550,-3.0450,3.38
0.934841,-0.7020,1.2440,-2.6100,2.98
0.951071,-0.3310,1.2840,-1.4080,1.93
0.951554,-0.3310,1.2840,-1.4080,1.93
0.967129,-0.2090,1.2170,0.0730,1.24
0.967543,-0.2090,1.2170,0.0730,1.24
