accx,accy,accz
-1.673,2.013,-5.309
-1.084,1.721,-5.875
-1.084,1.721,-5.875
0.065,1.165,-6.248
0.065,1.165,-6.248
1.588,0.566,-5.696
2.237,0.42,-5.172
2.237,0.42,-5.172
3.429,0.059,-4.051
3.429,0.059,-4.051
3.99,-0.354,-3.263
4.063,-0.364,-2.897
4.063,-0.364,-2.897
3.68,-0.091,-2.205
3.68,-0.091,-2.205
3.211,0.023,-1.429
2.926,0.056,-1.069
2.926,0.056,-1.069
1.825,0.352,-1.144
1.825,0.352,-1.144
0.322,1.288,-0.935
-0.39,1.525,-1.011
-0.39,1.525,-1.011
-1.299,1.434,-0.692
-1.299,1.434,-0.692
-1.429,1.672,0.026
-1.379,1.885,0.255
-1.379,1.885,0.255
-1.18,1.924,0.404
-0.966,1.811,0.538
-0.728,1.071,0.455
-0.696,0.781,0.325
-0.696,0.781,0.325
-0.097,0.539,-1.161
-0.097,0.539,-1.161
0.741,0.458,-2.173
0.582,0.351,-2.159
0.582,0.351,-2.159
-0.105,0.262,-1.521
-0.105,0.262,-1.521
-0.633,0.482,-1.136
-0.698,0.66,-0.721
-0.698,0.66,-0.721
-0.035,0.677,-0.202
-0.035,0.677,-0.202
0.982,-0.001,-0.103
1.473,-0.393,-0.036
1.473,-0.393,-0.036
1.892,-0.735,0.044
2.155,-0.994,0.006
2.278,-1.265,0.05
2.081,-1.038,0.029
2.081,-1.038,0.029
1.511,-0.609,-0.185
1.213,-0.527,-0.102
0.996,-0.557,0.19
0.996,-0.557,0.19
0.91,-0.598,0.554
0.972,-0.621,0.556
0.972,-0.621,0.556
0.93,-0.55,0.457
0.78,-0.489,0.508
0.78,-0.489,0.508
0.604,-0.452,0.4
0.497,-0.371,0.183
0.234,-0.173,-0.049
0.234,-0.173,-0.049
-0.027,0.032,-0.122
-0.254,0.111,-0.319
-0.388,0.175,-0.44
-0.488,0.255,-0.573
-0.796,0.307,-0.695
-0.796,0.307,-0.695
-1.201,0.325,-0.643
-1.201,0.325,-0.643
-1.5,0.59,-0.388
-1.635,0.776,-0.287
-1.635,0.776,-0.287
-1.79,0.886,-0.142
-1.889,0.841,0.019
-1.94,0.782,0
-1.826,0.769,0.005
-1.826,0.769,0.005
-1.638,0.733,-0.11
-1.625,0.746,-0.099
-1.625,0.746,-0.099
-1.487,0.705,-0.163
-1.487,0.705,-0.163
-1.216,0.551,-0.187
-1.025,0.431,-0.091
-0.905,0.34,0.137
-0.689,0.237,0.316
-0.689,0.237,0.316
-0.256,0.113,0.219
-0.033,0.1,0.119
0.239,-0.055,-0.069
0.472,-0.254,-0.126
0.472,-0.254,-0.126
0.795,-0.586,-0.167
1.351,-1.17,-0.561
1.496,-1.336,-0.693
1.551,-1.132,-0.558
1.285,-0.978,-0.221
0.987,-0.718,0.42
0.71,-0.455,1.009
0.417,-0.214,1.339
0.192,-0.122,1.361
0.072,-0.098,1.2
0.044,0.008,0.996
-0.081,0.105,0.804
-0.199,0.15,0.602
-0.228,0.185,0.522
-0.21,0.124,0.419
-0.206,0.04,0.251
-0.2,0.038,0.11
-0.227,-0.008,0.056
-0.258,0.068,0.035
-0.222,0.19,-0.073
-0.225,0.293,-0.192
-0.186,0.338,-0.218
-0.1,0.267,-0.365
0.068,0.294,-0.435
0.15,0.314,-0.397
0.261,0.297,-0.386
0.518,0.29,-0.446
0.724,0.213,-0.449
0.974,0.057,-0.643
1.454,-0.114,-0.812
1.835,-0.236,-1.115
1.945,-0.418,-1.469
2.001,-0.576,-1.732
1.923,-0.699,-1.968
1.76,-0.631,-2.293
1.496,-0.467,-2.717
0.857,-0.101,-3.074
0.857,-0.101,-3.074
-0.279,0.233,-3.153
-0.279,0.233,-3.153
-0.785,0.618,-2.965
-1.458,1.284,-2.558
-1.458,1.284,-2.558
-2.014,1.175,-2.07
-2.043,1.182,-1.853
-2.043,1.182,-1.853
-1.997,1.346,-1.85
-1.997,1.346,-1.85
-1.688,1.267,-1.752
-1.523,1.073,-1.744
-1.523,1.073,-1.744
-1.408,0.784,-1.631
-1.408,0.784,-1.631
-1.451,0.839,-1.357
-1.252,0.655,-0.987
-1.252,0.655,-0.987
-0.733,-0.04,-0.406
-0.733,-0.04,-0.406
-0.401,-0.289,0.127
-0.795,-0.256,-0.105
-0.795,-0.256,-0.105
-1.148,-0.043,-0.57
-1.148,-0.043,-0.57
-1.51,0.055,-0.939
-1.551,-0.012,-0.853
-1.551,-0.012,-0.853
-1.415,-0.258,-0.271
-1.415,-0.258,-0.271
-1.025,-0.486,0.149
-0.985,-0.6,0.248
-0.985,-0.6,0.248
-1.06,-0.404,0.854
-1.06,-0.404,0.854
-1.227,-0.372,1.541
-1.221,-0.452,1.959
-1.221,-0.452,1.959
-1.56,-0.835,2.857
-1.56,-0.835,2.857
-1.691,-0.997,3.56
-1.69,-1.013,3.957
-1.69,-1.013,3.957
-2.012,-1.855,3.278
-1.332,-2.09,3.33
-0.287,-1.791,4.951
-0.123,-1.67,6.545
-0.123,-1.67,6.545
-0.859,-1.283,6.847
-0.859,-1.283,6.847
-2.037,-0.234,3.012
-2.037,-0.234,3.012
-1.81,-0.071,0.488
-1.237,-0.153,-2.158
-1.237,-0.153,-2.158
-0.723,-0.678,-1.243
-0.455,-0.904,-0.97
-0.455,-0.904,-0.97
0.219,-0.797,-0.682
0.35,-0.67,-0.461
0.313,-0.584,-0.227
0.076,-0.548,-0.062
0.076,-0.548,-0.062
-0.56,-0.424,0.222
-0.56,-0.424,0.222
-1.036,-0.232,0.089
-1.005,-0.165,-0.082
-1.005,-0.165,-0.082
-0.469,-0.364,0.21
-0.469,-0.364,0.21
-0.072,-0.408,0.549
0.113,-0.326,0.522
0.113,-0.326,0.522
0.241,-0.373,0.3
0.335,-0.451,-0.237
0.398,-0.467,-0.529
0.403,-0.58,-0.924
0.443,-0.688,-1.129
0.488,-0.711,-1.251
0.488,-0.711,-1.251
0.562,-0.506,-1.111
0.586,-0.395,-0.859
0.586,-0.395,-0.859
0.63,-0.414,-0.526
0.748,-0.505,-0.522
0.787,-0.537,-0.548
0.756,-0.586,-0.531
0.756,-0.586,-0.531
0.739,-0.457,-0.625
0.739,-0.457,-0.625
0.534,-0.319,-0.533
0.5,-0.285,-0.567
0.5,-0.285,-0.567
0.654,-0.32,-0.759
0.654,-0.32,-0.759
0.708,-0.29,-0.828
0.679,-0.324,-0.749
0.679,-0.324,-0.749
0.598,-0.307,-0.734
0.598,-0.307,-0.734
0.572,-0.199,-0.73
0.48,-0.168,-0.67
0.48,-0.168,-0.67
0.279,-0.161,-0.662
0.218,-0.165,-0.66
0.128,-0.158,-0.538
0.127,-0.121,-0.428
0.127,-0.121,-0.428
0,0.073,-0.068
0,0.073,-0.068
-0.143,0.261,0.038
-0.15,0.276,0.054
-0.178,0.225,0.019
-0.213,0.15,-0.044
-0.209,0.106,-0.17
-0.224,0.078,-0.257
-0.262,0.134,-0.323
-0.293,0.227,-0.26
-0.34,0.278,-0.166
-0.403,0.291,-0.084
-0.424,0.299,-0.067
-0.393,0.257,0.008
-0.332,0.207,0.077
-0.338,0.188,0.125
-0.324,0.127,0.037
-0.291,0.166,-0.006
-0.306,0.104,0.019
-0.306,0.086,0.141
-0.386,0.064,0.201
-0.371,0.032,0.26
-0.385,0.059,0.309
-0.474,0.057,0.229
-0.484,0.161,0.242
-0.55,0.138,0.309
-0.566,0.09,0.262
-0.491,0.11,0.353
-0.482,0.09,0.439
-0.421,0.054,0.414
-0.317,0.111,0.412
-0.34,0.19,0.403
-0.468,0.265,0.308
-0.555,0.226,0.084
-0.643,0.123,-0.176
-0.611,0.136,-0.305
-0.606,0.162,-0.092
-0.606,0.162,-0.092
-0.577,0.192,0.113
-0.577,0.192,0.113
-0.486,0.132,0.083
-0.282,0.019,0.283
-0.282,0.019,0.283
-0.175,-0.051,0.426
-0.175,-0.051,0.426
-0.094,-0.093,0.298
0.025,-0.127,0.178
0.025,-0.127,0.178
0.082,-0.169,0.15
0.082,-0.169,0.15
0.066,-0.148,0.099
0.094,-0.15,-0.293
0.094,-0.15,-0.293
0.035,-0.132,-0.306
0.035,-0.132,-0.306
-0.036,-0.082,-0.285
0.121,-0.008,0.071
0.121,-0.008,0.071
0.101,0.017,0.193
0.012,0.042,0.109
0.012,0.042,0.109
-0.043,0.032,-0.235
-0.043,0.032,-0.235
-0.12,0.038,-0.377
-0.034,0.047,-0.21
-0.034,0.047,-0.21
0.127,0.047,-0.175
0.127,0.047,-0.175
0.158,-0.027,-0.283
0.141,0.023,-0.329
0.141,0.023,-0.329
0.027,0.059,-0.363
-0.01,0.161,-0.373
-0.128,0.279,-0.455
-0.047,0.196,-0.518
-0.047,0.196,-0.518
0.138,-0.015,-0.469
0.138,-0.015,-0.469
0.215,-0.067,-0.471
0.205,-0.042,-0.403
0.205,-0.042,-0.403
0.14,0.059,-0.196
0.14,0.059,-0.196
0.216,-0.006,-0.244
0.216,-0.006,-0.244
0.257,-0.101,-0.199
0.32,-0.109,-0.118
0.32,-0.109,-0.118
0.253,-0.029,-0.255
0.253,-0.029,-0.255
0.224,-0.037,-0.339
0.163,-0.146,-0.554
0.163,-0.146,-0.554
0.07,-0.072,-0.239
-0.039,-0.041,0.01
-0.039,-0.041,0.01
0.031,0.016,0.265
0.031,0.016,0.265
0.018,0.058,0.375
0.018,0.058,0.375
0.013,0.07,0.355
-0.061,-0.018,0.256
-0.061,-0.018,0.256
-0.139,-0.04,-0.074
-0.122,-0.016,-0.162
-0.122,-0.016,-0.162
-0.097,-0.037,-0.091
-0.097,-0.037,-0.091
-0.073,0.065,0.02
-0.097,0.089,0.033
-0.08,0.037,0.085
-0.08,0.037,0.085
-0.032,-0.002,0.037
-0.015,-0.006,0.036
-0.007,0.016,0.08
-0.007,0.016,0.08
-0.024,-0.008,0.032
-0.075,0.035,-0.175
-0.084,0.047,-0.243
-0.008,0.096,-0.242
-0.008,0.096,-0.242
-0.062,0.12,-0.289
-0.062,0.12,-0.289
-0.122,0.095,-0.664
-0.119,0.092,-0.846
-0.119,0.092,-0.846
-0.259,-0.116,-0.594
-0.259,-0.116,-0.594
-0.304,-0.096,-0.085
-0.296,-0.086,0.208
-0.296,-0.086,0.208
-0.089,-0.066,1.053
-0.093,0.122,1.521
-0.218,0.248,1.575
-0.218,0.248,1.575
-0.322,0.279,1.306
-0.465,0.096,0.315
-0.465,0.096,0.315
-0.602,-0.014,-0.247
-0.53,0.048,-0.333
-0.53,0.048,-0.333
-0.318,0.193,-0.347
-0.221,0.171,-0.328
-0.078,0.111,-0.322
0.034,-0.038,-0.385
0.034,-0.038,-0.385
0.159,-0.161,-0.494
0.159,-0.161,-0.494
0.082,-0.093,-0.628
0.05,-0.067,-0.639
0.085,-0.091,-0.656
0.166,-0.189,-0.583
0.322,-0.281,-0.505
0.398,-0.385,-0.384
0.473,-0.421,-0.187
0.445,-0.445,0.002
0.437,-0.384,0.029
0.442,-0.351,0.114
0.478,-0.383,0.27
0.457,-0.498,0.4
0.431,-0.507,0.434
0.48,-0.511,0.353
0.422,-0.52,0.322
0.379,-0.495,0.35
0.222,-0.427,0.326
0.146,-0.45,0.169
0.083,-0.407,0.12
-0.026,-0.419,0.103
-0.098,-0.56,0.112
-0.044,-0.701,0.174
0.165,-0.833,0.407
0.437,-0.792,0.725
0.621,-0.657,1.044
0.692,-0.434,1.191
0.561,-0.282,1.103
0.203,-0.112,0.567
-0.255,-0.036,-0.137
-0.682,0.111,-0.695
-1.033,0.279,-0.939
-1.307,0.332,-1.024
-1.428,0.44,-0.994
-1.423,0.625,-0.786
-1.35,0.817,-0.447
-1.35,0.817,-0.447
-1.232,0.813,-0.355
-1.178,0.638,-0.287
-1.22,0.586,-0.251
-1.307,0.508,-0.115
-1.307,0.508,-0.115
-1.463,0.448,-0.016
-1.463,0.448,-0.016
-1.201,0.366,0.389
-1.061,0.208,0.55
-1.061,0.208,0.55
-0.614,-0.05,0.784
-0.614,-0.05,0.784
-0.425,-0.192,1.043
-0.49,-0.128,1.064
-0.548,-0.086,0.915
-0.548,-0.086,0.915
-0.519,-0.021,0.761
-0.523,0.03,0.366
-0.486,-0.007,0.278
-0.486,-0.007,0.278
-0.362,-0.013,-0.011
-0.3,0.036,-0.238
-0.274,0.071,-0.389
-0.284,0.156,-0.482
-0.284,0.156,-0.482
-0.207,0.186,-0.666
-0.207,0.186,-0.666
0.018,0.221,-0.9
0.088,0.211,-0.933
0.088,0.211,-0.933
0.249,0.148,-1.139
0.249,0.148,-1.139
0.329,0.13,-1.309
0.336,0.128,-1.271
0.336,0.128,-1.271
0.384,0.075,-1.261
0.384,0.075,-1.261
0.49,0.059,-0.958
0.458,0.054,-0.813
0.458,0.054,-0.813
0.457,0.09,-0.704
0.428,0.057,-0.698
0.445,-0.019,-0.72
0.517,-0.099,-0.792
0.517,-0.099,-0.792
0.516,-0.194,-0.526
0.516,-0.194,-0.526
0.514,-0.17,-0.175
0.509,-0.153,-0.061
0.509,-0.153,-0.061
0.424,-0.209,0.075
0.424,-0.209,0.075
0.245,-0.091,0.091
0.181,-0.098,0.103
0.181,-0.098,0.103
0.166,-0.233,0.119
0.18,-0.17,0.105
0.125,-0.067,0.109
0.081,-0.013,0.142
0.081,-0.013,0.142
0.094,-0.111,0.082
0.094,-0.111,0.082
0.073,-0.104,-0.004
0.021,-0.048,-0.054
0.021,-0.048,-0.054
-0.098,0.036,-0.208
-0.169,0.093,-0.3
-0.151,0.126,-0.389
-0.139,0.084,-0.435
-0.139,0.084,-0.435
-0.131,0.046,-0.257
-0.132,0.081,-0.182
-0.131,0.097,-0.168
-0.17,0.072,-0.182
-0.17,0.072,-0.182
-0.101,0.094,-0.156
-0.101,0.094,-0.156
-0.112,0.06,-0.181
-0.04,-0.083,-0.159
-0.04,-0.083,-0.159
-0.102,-0.095,-0.042
-0.115,-0.056,0.021
-0.144,0.025,0.099
-0.144,0.025,0.099
-0.099,-0.041,0.176
-0.151,-0.056,0.319
-0.199,-0.057,0.362
-0.18,-0.072,0.326
-0.124,-0.084,0.242
-0.124,-0.084,0.242
-0.055,-0.073,0.245
-0.058,-0.073,0.281
-0.077,-0.092,0.266
-0.09,-0.064,0.165
-0.09,-0.064,0.165
-0.156,-0.016,0.109
-0.168,-0.052,0.138
-0.168,-0.052,0.138
-0.146,-0.018,0.09
-0.146,-0.018,0.09
-0.121,0.006,0.108
-0.204,0.043,0.088
-0.204,0.043,0.088
-0.208,0.03,-0.032
-0.208,0.03,-0.032
-0.155,-0.017,-0.214
-0.076,-0.069,-0.234
-0.038,-0.08,-0.136
-0.016,-0.039,-0.062
-0.016,-0.039,-0.062
-0.004,-0.078,0.069
-0.004,-0.078,0.069
-0.007,-0.115,0.047
-0.005,-0.083,-0.013
0.01,-0.074,-0.047
0.022,-0.091,-0.049
0.056,-0.079,0.044
0.063,-0.109,0.067
0.099,-0.128,0.084
0.104,-0.101,0.027
0.047,-0.088,0.045
-0.011,-0.106,0.02
-0.071,-0.042,-0.024
-0.139,-0.01,-0.049
-0.151,0.101,-0.048
-0.118,0.106,-0.028
-0.114,0.057,0.008
-0.086,-0.033,0.065
-0.071,-0.029,0.015
-0.057,0.035,-0.052
-0.039,0.047,-0.143
-0.055,0.009,-0.223
-0.065,-0.031,-0.283
-0.069,-0.019,-0.271
-0.064,-0.045,-0.219
-0.073,-0.004,-0.126
-0.044,0.018,-0.088
-0.058,-0.029,-0.007
0.011,-0.114,0.05
0.04,-0.134,0.061
0.07,-0.102,0.054
0.049,-0.09,0.119
0.028,-0.063,0.158
0.048,-0.094,0.195
0.114,-0.111,0.14
0.154,-0.177,0.138
0.188,-0.249,0.167
0.152,-0.275,0.097
0.131,-0.215,0.062
0.111,-0.153,0.079
0.065,-0.111,0.084
0.036,-0.141,0.113
0.081,-0.165,0.158
0.094,-0.18,0.127
0.04,-0.158,0.06
0.04,-0.158,0.06
-0.062,-0.053,-0.025
-0.062,-0.053,-0.025
-0.12,-0.024,-0.051
-0.272,-0.052,-0.073
-0.272,-0.052,-0.073
-0.321,-0.023,0.05
-0.321,-0.023,0.05
-0.324,0.196,0.013
-0.324,0.196,0.013
-0.473,0.153,0.117
-0.436,-0.018,0.431
-0.436,-0.018,0.431
-0.413,0.17,0.306
-0.551,0.184,0.357
-0.551,0.184,0.357
-0.581,0.147,0.453
-0.581,0.147,0.453
-0.539,0.22,0.153
-0.486,0.152,-0.012
-0.486,0.152,-0.012
-0.346,0.018,-0.189
-0.346,0.018,-0.189
-0.111,-0.067,-0.29
-0.064,-0.102,-0.267
-0.064,-0.102,-0.267
-0.007,-0.001,-0.381
-0.007,-0.001,-0.381
-0.034,-0.044,-0.435
0.008,-0.073,-0.5
0.008,-0.073,-0.5
0.052,-0.123,-0.564
0.052,-0.123,-0.564
0.139,-0.083,-0.462
0.161,-0.095,-0.39
0.161,-0.095,-0.39
0.347,-0.232,-0.263
0.347,-0.232,-0.263
0.336,-0.292,-0.014
0.287,-0.297,-0.005
0.287,-0.297,-0.005
0.316,-0.375,0.007
0.316,-0.375,0.007
0.441,-0.405,-0.026
0.407,-0.436,0.015
0.407,-0.436,0.015
0.389,-0.477,0.071
0.337,-0.506,0.099
0.279,-0.497,0.137
0.197,-0.496,0.196
0.197,-0.496,0.196
0.149,-0.479,0.259
0.115,-0.465,0.253
0.048,-0.365,0.29
-0.028,-0.385,0.32
-0.028,-0.385,0.32
-0.041,-0.353,0.32
-0.138,-0.352,0.376
-0.177,-0.315,0.401
-0.226,-0.301,0.363
-0.226,-0.301,0.363
-0.216,-0.295,0.364
-0.272,-0.271,0.43
-0.378,-0.239,0.427
-0.432,-0.185,0.396
-0.432,-0.185,0.396
-0.618,-0.024,0.361
-0.621,-0.004,0.318
-0.657,0.038,0.267
-0.637,0.067,0.188
-0.637,0.067,0.188
-0.64,0.054,0.212
-0.597,-0.05,0.245
-0.551,-0.07,0.32
-0.496,-0.052,0.391
-0.496,-0.052,0.391
-0.452,-0.083,0.476
-0.436,-0.075,0.517
-0.519,-0.097,0.474
-0.583,-0.083,0.479
-0.579,-0.039,0.381
-0.579,0.041,0.198
-0.579,0.041,0.198
-0.454,-0.043,0.118
-0.311,-0.12,0.047
-0.311,-0.12,0.047
-0.084,-0.232,0.117
-0.048,-0.239,0.18
-0.041,-0.277,0.219
-0.076,-0.236,0.19
-0.076,-0.236,0.19
-0.241,-0.009,0.196
-0.241,-0.009,0.196
-0.393,0.06,0.218
-0.379,0.037,0.177
-0.379,0.037,0.177
-0.328,0.099,0.2
-0.327,0.098,0.146
-0.307,0.114,0.122
-0.287,0.13,-0.069
-0.287,0.13,-0.069
-0.244,0.136,-0.27
-0.189,0.113,-0.338
-0.09,0.078,-0.491
0.062,0.001,-0.562
0.062,0.001,-0.562
0.374,-0.144,-0.781
0.374,-0.144,-0.781
0.458,-0.216,-0.775
0.479,-0.214,-0.749
0.398,-0.166,-0.791
0.34,-0.075,-0.747
0.255,-0.072,-0.71
0.231,-0.085,-0.585
0.261,-0.126,-0.423
0.283,-0.136,-0.298
0.217,-0.068,-0.155
0.156,-0.017,-0.109
0.087,-0.007,-0.085
0.092,-0.044,-0.068
0.112,-0.086,-0.058
0.14,-0.129,0.043
0.129,-0.111,0.108
0.067,-0.158,0.162
0.036,-0.091,0.069
-0.057,0.01,0
-0.137,0.096,-0.125
-0.161,0.106,-0.087
-0.141,0.074,-0.084
-0.063,-0.005,-0.123
-0.016,-0.056,-0.197
0.071,-0.127,-0.145
0.04,-0.142,-0.098
0.027,-0.063,-0.125
-0.048,0.004,-0.093
-0.077,0.077,-0.102
-0.069,0.053,-0.121
-0.012,0.038,-0.105
0.02,-0.022,-0.117
0.02,-0.115,-0.107
-0.001,-0.159,-0.063
0.035,-0.148,-0.078
0.102,-0.117,-0.053
0.124,-0.058,-0.012
0.147,-0.083,0.1
0.093,-0.135,0.203
0.101,-0.129,0.223
0.117,-0.136,0.161
0.117,-0.136,0.161
0.061,-0.147,0.105
0.061,-0.147,0.105
0.107,-0.117,0.045
0.059,-0.053,0.009
0.059,-0.053,0.009
0.048,-0.06,-0.023
0.048,-0.06,-0.023
-0.027,-0.033,-0.151
-0.076,0.006,-0.375
-0.076,0.006,-0.375
-0.047,-0.075,-0.35
-0.047,-0.075,-0.35
0.01,-0.053,-0.269
-0.083,0.002,-0.057
-0.083,0.002,-0.057
-0.214,0.103,0.01
-0.214,0.103,0.01
-0.368,0.101,0.012
-0.438,0.122,0.127
-0.438,0.122,0.127
-0.352,0.111,0.318
-0.305,0.085,0.397
-0.305,0.085,0.397
-0.312,0.053,0.422
-0.312,0.053,0.422
-0.453,0.045,0.47
-0.495,0.048,0.468
-0.495,0.048,0.468
-0.451,0.069,0.405
-0.4,0.06,0.354
-0.263,-0.028,0.411
-0.263,-0.028,0.411
-0.173,-0.059,0.294
-0.106,-0.049,0.089
-0.106,-0.049,0.089
-0.125,-0.044,-0.118
-0.052,-0.052,-0.164
-0.052,-0.052,-0.164
0.054,-0.03,-0.097
0.086,-0.052,-0.062
0.157,-0.04,-0.129
0.196,-0.095,-0.258
0.196,-0.095,-0.258
0.235,-0.125,-0.378
0.299,-0.144,-0.492
0.322,-0.146,-0.536
0.326,-0.132,-0.562
0.326,-0.132,-0.562
0.251,-0.083,-0.37
0.251,-0.083,-0.37
0.19,-0.098,-0.279
0.213,-0.122,-0.31
0.213,-0.122,-0.31
0.126,-0.091,-0.346
0.126,-0.091,-0.346
-0.021,0.041,-0.288
-0.105,-0.008,-0.174
-0.105,-0.008,-0.174
-0.194,0.081,-0.073
-0.194,0.081,-0.073
-0.186,0.111,-0.037
-0.23,0.18,-0.133
-0.23,0.18,-0.133
-0.419,0.2,-0.219
-0.419,0.2,-0.219
-0.5,0.317,-0.387
-0.509,0.311,-0.143
-0.509,0.311,-0.143
-0.47,0.424,-0.302
-0.47,0.424,-0.302
-0.527,0.388,-0.307
-0.774,0.463,-0.493
-0.902,0.496,-0.638
-1.098,0.57,-0.469
-1.098,0.57,-0.469
-0.763,0.356,-0.701
-0.477,-0.045,-0.371
-0.304,-0.2,-0.096
-0.057,-0.179,0.213
-0.057,-0.179,0.213
0.134,-0.335,0.359
0.25,-0.518,0.341
0.25,-0.518,0.341
0.453,-0.618,0.262
0.453,-0.618,0.262
0.586,-0.649,0.395
0.63,-0.692,0.43
0.63,-0.692,0.43
0.554,-0.613,0.456
0.554,-0.613,0.456
0.424,-0.509,0.227
0.463,-0.487,0.179
0.463,-0.487,0.179
0.55,-0.62,0.038
0.544,-0.702,-0.076
0.542,-0.72,-0.123
0.542,-0.72,-0.123
0.497,-0.737,-0.166
0.501,-0.743,-0.188
0.501,-0.743,-0.188
0.481,-0.766,0.098
0.479,-0.769,0.261
0.479,-0.769,0.261
0.301,-0.75,0.578
0.165,-0.662,0.628
0.028,-0.553,0.652
0.028,-0.553,0.652
-0.13,-0.484,0.618
-0.175,-0.522,0.609
-0.165,-0.533,0.626
-0.207,-0.575,0.693
-0.178,-0.55,0.727
-0.23,-0.427,0.78
-0.327,-0.287,0.811
-0.476,-0.158,0.793
-0.606,-0.08,0.69
-0.731,0.034,0.547
-0.791,0.116,0.412
-0.881,0.127,0.294
-0.946,0.095,0.232
-0.966,0.099,0.131
-0.936,0.173,0.058
-0.924,0.215,0.049
-0.965,0.283,0.083
-0.962,0.352,0.212
-0.947,0.343,0.301
-0.943,0.299,0.355
-0.921,0.293,0.334
-0.953,0.282,0.329
-0.959,0.18,0.28
-0.864,0.201,0.133
-0.754,0.134,0.046
-0.672,0.08,0.066
-0.581,0.055,0.195
-0.49,0.029,0.347
-0.423,0.053,0.423
-0.42,0.019,0.431
-0.353,-0.051,0.51
-0.34,-0.045,0.614
-0.386,-0.099,0.746
-0.328,-0.237,0.95
-0.189,-0.166,0.881
-0.119,-0.037,0.643
-0.105,0.066,0.471
0.006,0.104,0.467
0.006,0.104,0.467
0.153,0.078,0.359
0.394,0.015,0.158
0.587,-0.185,-0.045
0.575,-0.065,-0.254
0.575,-0.065,-0.254
0.609,0.204,-0.756
0.609,0.204,-0.756
0.591,0.301,-1.102
0.318,0.324,-1.43
0.318,0.324,-1.43
0.082,0.316,-1.547
-0.046,0.316,-1.535
-0.046,0.316,-1.535
-0.069,0.602,-1.117
-0.069,0.602,-1.117
-0.092,0.652,-0.794
0.02,0.679,-0.634
0.28,0.689,-0.612
0.581,0.474,-1.13
0.581,0.474,-1.13
0.82,-0.045,-2.01
0.975,-0.049,-2.359
0.975,-0.049,-2.359
1.357,0.102,-2.381
1.357,0.102,-2.381
1.823,-0.124,-1.46
1.823,-0.124,-1.46
1.964,-0.26,-1.052
1.719,-0.253,-0.73
1.719,-0.253,-0.73
1.11,0.561,-1.592
1.11,0.561,-1.592
0.402,0.933,-2.17
0.132,0.954,-2.266
0.132,0.954,-2.266
-0.147,0.844,-2.299
-0.147,0.844,-2.299
-0.079,0.866,-2.283
-0.179,1.061,-2.185
-0.179,1.061,-2.185
-0.215,1.017,-1.973
-0.215,1.017,-1.973
-0.268,0.981,-1.848
-0.357,1.019,-1.937
-0.357,1.019,-1.937
-0.397,0.939,-2.081
-0.357,0.857,-2.075
-0.357,0.857,-2.075
-0.085,0.655,-1.854
-0.085,0.655,-1.854
0.088,0.522,-1.672
0.331,0.151,-1.06
0.331,0.151,-1.06
0.443,0.162,-0.814
0.443,0.162,-0.814
0.412,0.007,-0.36
0.394,-0.03,-0.241
0.394,-0.03,-0.241
