accx,accy,accz
0.147,0.249,0.223
-0.003,0.21,0.247
-0.08,0.248,0.25
-0.117,0.23,0.121
-0.077,0.205,-0.032
0.026,0.24,-0.119
0.178,0.224,-0.181
0.338,0.201,-0.181
0.454,0.2,-0.222
0.454,0.2,-0.222
0.31,0.2,-0.035
0.162,0.271,0.088
0.046,0.271,0.18
0.029,0.248,0.291
0.043,0.244,0.356
0.121,0.245,0.345
0.132,0.202,0.255
0.117,0.24,0.103
0.078,0.274,-0.087
0.099,0.293,-0.233
0.144,0.278,-0.237
0.205,0.297,-0.232
0.296,0.23,-0.071
0.29,0.237,0.094
0.258,0.251,0.214
0.25,0.246,0.3
0.279,0.182,0.363
0.507,0.032,0.339
0.843,-0.069,0.174
0.806,0.11,0.027
0.759,0.18,-0.027
0.953,0.016,-0.135
1.196,-0.242,-0.239
1.787,-0.865,-0.542
1.77,-1.014,-0.96
1.264,-0.292,-1.236
1.213,-0.152,-1.518
1.619,-0.795,-1.751
1.485,-0.876,-1.849
0.953,-0.488,-1.77
0.465,-0.344,-1.458
0.029,-0.351,-1.03
-0.323,-0.238,-0.58
-0.476,-0.088,-0.305
-0.511,-0.063,-0.145
-0.523,0.006,-0.094
-0.519,0.15,-0.216
-0.49,0.298,-0.335
-0.493,0.401,-0.281
-0.521,0.464,-0.161
-0.586,0.544,-0.01
-0.679,0.646,0.141
-0.719,0.731,0.379
-0.712,0.75,0.579
-0.668,0.716,0.635
-0.669,0.812,0.769
-0.697,0.847,0.572
-0.724,0.845,0.421
-0.682,0.856,0.188
-0.591,0.849,-0.01
-0.593,0.787,0
-0.539,0.642,0.126
-0.447,0.551,0.168
-0.468,0.491,0.218
-0.392,0.498,0.172
-0.259,0.584,-0.032
-0.377,0.648,-0.196
-0.649,0.491,0.285
-0.57,-0.494,0.802
-0.332,-0.676,0.443
-0.22,-0.21,-0.734
-0.061,-0.192,-1.624
0.17,-0.308,-2.156
0.378,-0.255,-2.601
0.557,-0.181,-2.763
0.634,-0.133,-2.582
0.697,-0.167,-2.32
0.633,-0.159,-1.885
0.52,-0.119,-1.516
0.427,-0.09,-1.32
0.331,-0.077,-1.082
0.267,-0.076,-0.947
0.224,-0.039,-0.827
0.177,-0.001,-0.716
0.177,-0.03,-0.625
0.231,-0.025,-0.538
0.363,0.005,-0.399
0.442,-0.023,-0.296
0.46,-0.022,-0.19
0.416,0.002,-0.129
0.332,-0.023,0.021
0.243,-0.018,0.212
0.243,-0.018,0.212
0.093,-0.055,0.712
-0.016,-0.214,1.064
-0.016,-0.214,1.064
0,-0.309,1.311
0,-0.309,1.311
0.226,-0.389,1.3
0.284,-0.396,1.247
0.4,-0.394,0.886
0.328,-0.412,0.615
0.328,-0.412,0.615
0.142,-0.382,0.569
-0.18,-0.346,0.788
-0.18,-0.346,0.788
-0.243,-0.273,0.827
-0.243,-0.273,0.827
-0.171,-0.223,0.655
0.044,-0.111,0.116
0.044,-0.111,0.116
0.141,0.027,-0.435
0.141,0.027,-0.435
0.103,0.07,-0.59
-0.008,0.145,-0.769
-0.008,0.145,-0.769
-0.05,0.261,-0.586
-0.05,0.261,-0.586
-0.034,0.24,-0.429
0.023,0.262,-0.069
0.023,0.262,-0.069
0.119,0.237,-0.003
0.119,0.237,-0.003
0.167,0.172,-0.002
0.197,0.067,0.043
0.197,0.067,0.043
0.237,-0.115,0.096
0.237,-0.115,0.096
0.149,-0.261,0.145
0.046,-0.341,0.085
-0.03,-0.359,0.136
-0.062,-0.491,0.049
-0.085,-0.516,-0.022
-0.053,-0.522,-0.103
-0.053,-0.522,-0.103
-0.019,-0.569,-0.141
0.078,-0.517,-0.056
0.162,-0.447,0.26
0.162,-0.447,0.26
0.643,-0.265,1.451
0.446,-0.015,1.623
0.284,-0.063,1.739
0.31,-0.172,1.553
0.133,-0.111,1.231
-0.045,-0.037,0.673
0.009,-0.097,0.135
0.042,-0.229,-0.332
0.011,-0.238,-0.691
-0.072,-0.277,-0.805
-0.254,-0.368,-0.866
-0.463,-0.539,-0.846
-0.536,-0.61,-0.851
-0.699,-0.587,-0.917
-0.73,-0.644,-0.989
-0.618,-0.651,-0.78
-0.58,-0.636,-0.518
-0.538,-0.595,-0.167
-0.439,-0.645,0.1
-0.338,-0.572,0.172
-0.166,-0.486,0.338
0.071,-0.346,0.509
0.333,-0.23,0.696
0.488,-0.094,0.854
0.598,-0.027,1.012
0.671,0.047,1.112
0.715,0.019,1.178
0.693,0.001,1.254
0.772,0.068,0.784
0.767,0.01,0.285
0.709,-0.06,-0.184
0.795,-0.086,-0.645
0.796,-0.099,-0.933
0.866,-0.206,-0.993
0.824,-0.264,-0.869
0.462,-0.395,-0.946
-0.103,-0.533,-0.61
-0.291,-0.677,-0.387
-0.276,-0.622,-0.254
-0.297,-0.622,-0.266
-0.503,-0.653,-0.245
-0.754,-0.673,-0.206
-0.966,-0.65,-0.21
-1.211,-0.652,-0.023
-1.228,-0.6,0.181
-1.113,-0.525,0.27
-0.859,-0.392,0.059
-0.796,-0.449,-0.236
-0.769,-0.368,-0.402
-0.592,-0.389,-0.669
-0.523,-0.276,-0.859
-0.375,-0.134,-1.012
-0.452,-0.184,-1.459
-0.433,-0.053,-1.371
-0.378,0.029,-1.292
-0.438,0.066,-1.269
-0.451,0.153,-1.11
-0.357,0.217,-1.013
-0.173,0.288,-0.995
-0.013,0.326,-0.936
0.059,0.361,-0.693
0.01,0.324,-0.347
0.134,0.377,-0.106
0.246,0.33,0.032
0.265,0.29,0.16
0.238,0.217,0.203
0.194,0.142,0.246
0.255,0.065,0.398
0.325,-0.053,0.601
0.383,-0.165,0.636
0.439,-0.21,0.64
0.404,-0.327,0.602
0.451,-0.386,0.559
0.429,-0.543,0.554
0.408,-0.564,0.59
0.402,-0.591,0.545
0.393,-0.596,0.513
0.338,-0.516,0.536
0.35,-0.607,0.467
0.441,-0.559,0.309
0.441,-0.559,0.309
0.435,-0.365,0.075
0.435,-0.365,0.075
0.243,-0.31,-0.165
0.12,-0.349,-0.253
0.072,-0.331,-0.275
0.011,-0.343,-0.258
-0.015,-0.323,-0.215
-0.077,-0.311,-0.118
-0.045,-0.315,-0.107
-0.006,-0.326,-0.095
0.042,-0.29,-0.059
0.057,-0.24,-0.069
0.094,-0.224,-0.124
0.063,-0.239,-0.091
0.06,-0.246,-0.027
0.039,-0.274,0.026
0.08,-0.256,0.121
0.063,-0.28,0.165
0.036,-0.27,0.17
0.04,-0.228,0.069
0.028,-0.226,-0.009
0.005,-0.23,-0.038
0.023,-0.229,-0.055
0.023,-0.229,-0.055
0.153,-0.183,-0.012
0.168,-0.139,-0.017
0.114,-0.131,-0.042
0.138,-0.139,0
0.138,-0.139,0
0.085,-0.158,0.118
0.068,-0.144,0.197
0.068,-0.144,0.197
0.082,-0.146,0.236
0.082,-0.146,0.236
0.036,-0.185,0.207
-0.056,-0.225,0.269
-0.056,-0.225,0.269
-0.092,-0.208,0.244
-0.092,-0.208,0.244
-0.101,-0.2,0.131
-0.105,-0.152,0.032
-0.105,-0.152,0.032
-0.106,-0.18,-0.103
-0.106,-0.18,-0.103
-0.092,-0.106,-0.142
-0.104,-0.194,-0.139
-0.104,-0.194,-0.139
-0.045,-0.201,-0.312
-0.045,-0.201,-0.312
0,-0.191,-0.484
-0.133,-0.008,-0.286
-0.133,-0.008,-0.286
-0.052,-0.068,0.082
-0.052,-0.068,0.082
-0.121,0.015,0.179
-0.154,-0.111,0.13
-0.154,-0.111,0.13
0.102,-0.403,-0.488
0.102,-0.403,-0.488
-0.259,-0.049,-0.339
-0.2,0.041,-0.036
-0.079,-0.103,0.141
0.014,-0.168,0.161
-0.076,-0.231,0.187
-0.133,-0.254,0.27
-0.12,-0.21,0.296
-0.054,-0.231,0.219
-0.045,-0.301,0.18
-0.045,-0.301,0.18
-0.043,-0.301,0.016
-0.058,-0.293,0.107
-0.058,-0.293,0.107
0.138,-0.475,0.256
0.211,-0.497,0.108
0.449,-0.952,-0.041
0.185,-0.268,0.323
-0.082,-0.001,0.398
-0.2,0.05,0.119
-0.01,-0.133,-0.148
0.04,-0.103,-0.185
0.053,0.008,-0.375
-0.004,0.033,-0.417
-0.052,0.001,-0.41
-0.066,-0.047,-0.162
-0.144,0,0.108
-0.055,0.006,0.167
-0.057,-0.136,0.096
-0.098,-0.243,0.091
-0.022,-0.217,0.025
-0.261,-0.085,0.027
-0.206,0.057,0.245
-0.053,-0.044,0.3
0.001,-0.215,0.134
0.135,-0.227,0.04
0.255,-0.206,-0.085
0.267,-0.12,-0.161
0.314,-0.098,-0.213
0.281,-0.088,-0.257
0.277,-0.028,-0.228
0.277,-0.032,-0.237
0.301,-0.17,-0.198
0.223,-0.081,-0.247
0.126,0.149,-0.401
0.072,0.391,-0.547
0.187,0.518,-0.734
0.213,0.524,-1.025
0.172,0.556,-1.219
0.128,0.604,-1.366
0.103,0.589,-1.39
0.066,0.626,-1.286
0.032,0.644,-1.127
-0.051,0.614,-0.872
-0.117,0.603,-0.502
-0.223,0.6,-0.093
-0.377,0.522,0.328
-0.539,0.433,0.763
-0.541,0.414,1.146
-0.579,0.339,1.356
-0.669,0.276,1.169
-0.684,0.288,0.878
-0.654,0.235,0.611
-0.639,0.271,0.508
-0.622,0.257,0.303
-0.62,0.254,0.095
-0.617,0.263,-0.106
-0.671,0.235,-0.306
-0.732,0.209,-0.376
-0.724,0.201,-0.33
-0.715,0.2,-0.274
-0.648,0.157,-0.301
-0.587,0.107,-0.248
-0.606,0.064,-0.202
-0.601,0.091,-0.228
-0.573,0.076,-0.193
-0.538,0.077,-0.198
-0.491,0.081,-0.196
-0.436,0.09,-0.208
-0.387,0.076,-0.205
-0.353,0.153,-0.189
-0.302,0.163,-0.235
-0.296,0.153,-0.25
-0.258,0.174,-0.19
-0.263,0.156,-0.225
-0.175,0.191,-0.256
-0.14,0.176,-0.305
-0.072,0.168,-0.358
-0.008,0.163,-0.346
0.022,0.132,-0.333
0.101,0.093,-0.354
0.115,0.108,-0.371
-0.067,0.155,-0.303
0.111,0.122,-0.418
0.069,0.091,-0.207
0,0.05,-0.083
-0.05,-0.017,-0.107
0.247,-0.093,-0.06
0.263,-0.053,-0.045
0.285,-0.039,-0.054
0.464,-0.125,-0.052
0.464,-0.125,-0.052
0.606,-0.078,-0.011
0.577,-0.054,0.054
0.517,0.015,0.096
0.506,0.048,0.08
0.425,0.002,0.044
0.224,-0.038,0.102
0.107,-0.051,0.174
0.106,-0.077,0.247
0.139,-0.096,0.323
0.162,-0.07,0.302
0.171,-0.103,0.277
0.146,-0.108,0.222
0.09,-0.12,0.126
0.079,-0.134,0.079
-0.004,-0.136,0.02
-0.008,-0.138,0.017
-0.008,-0.138,0.017
-0.003,-0.148,-0.027
-0.046,-0.098,-0.05
-0.046,-0.098,-0.05
-0.046,-0.114,-0.047
-0.046,-0.114,-0.047
-0.059,-0.118,-0.121
-0.033,-0.135,-0.179
-0.065,-0.134,-0.058
-0.081,-0.101,0.029
-0.114,-0.08,0.069
-0.069,-0.102,0.078
-0.071,-0.119,0.066
-0.071,-0.119,0.066
-0.076,-0.06,-0.08
-0.07,-0.103,-0.05
-0.07,-0.103,-0.05
-0.011,-0.083,-0.104
-0.011,-0.083,-0.104
0.009,-0.086,-0.033
0.029,-0.025,0.055
0.029,-0.025,0.055
0.053,0.016,0.055
0.016,-0.067,-0.033
-0.138,-0.013,0.039
-0.123,-0.027,0.012
-0.123,-0.027,0.012
-0.052,-0.084,0.021
-0.052,-0.084,0.021
-0.031,-0.061,0.024
-0.143,-0.094,-0.055
-0.143,-0.094,-0.055
-0.125,0.065,0.026
-0.125,0.065,0.026
-0.01,0.069,0.08
-0.045,0.038,0.027
-0.045,0.038,0.027
-0.077,0.039,0.06
-0.048,0.024,-0.005
-0.035,0.101,-0.014
0.004,0.121,-0.003
0.004,0.121,-0.003
-0.001,0.164,-0.157
0.022,0.156,-0.227
0.019,0.153,-0.273
0.033,0.098,-0.319
0.023,0.077,-0.376
-0.058,0.094,-0.23
-0.058,0.048,-0.163
-0.001,0.055,-0.183
-0.035,0.047,-0.054
-0.012,0.059,-0.011
-0.085,0.059,-0.065
-0.067,0.054,-0.055
-0.07,0.023,-0.036
-0.109,0.037,0
-0.057,0.056,-0.026
-0.041,0.077,-0.044
-0.026,-0.053,0.094
-0.014,-0.031,0.084
-0.029,-0.063,0.137
-0.069,-0.029,0.144
-0.091,-0.019,0.146
-0.06,-0.032,0.06
-0.044,-0.043,0.012
-0.002,-0.04,-0.014
-0.005,-0.017,0.011
0.004,-0.012,0.012
0.036,-0.005,-0.058
0.049,-0.001,-0.133
0.019,0.02,-0.156
0.034,0,-0.095
0.057,0.01,-0.165
0.039,0.002,-0.08
0.01,0.015,-0.016
0.01,-0.016,-0.011
-0.022,-0.01,-0.009
0.019,-0.036,-0.012
0.052,-0.058,-0.057
0.02,-0.035,-0.038
0.01,-0.042,-0.026
-0.013,-0.066,0
-0.007,-0.04,0.029
-0.012,-0.028,0
-0.037,-0.026,-0.008
-0.003,-0.002,0.041
-0.005,-0.009,0.008
-0.06,0.028,-0.068
-0.066,0.03,-0.096
-0.03,0.006,-0.105
-0.052,0.037,-0.017
-0.054,0.036,-0.004
-0.006,0.009,-0.065
-0.018,0.011,-0.097
0.032,0.018,-0.094
0.023,0.007,-0.094
0.002,0.018,-0.012
0.005,-0.036,0.112
0.024,0.003,0.105
-0.026,0.031,0.088
-0.087,-0.016,0.058
-0.067,-0.024,0.068
-0.042,-0.04,-0.014
0.026,-0.007,-0.088
0.042,-0.055,-0.067
0.012,-0.057,0.01
-0.037,-0.055,0.071
-0.04,-0.033,0.086
-0.074,-0.061,0.037
-0.087,-0.054,0.025
-0.076,-0.063,0.06
-0.055,-0.027,0.029
-0.076,-0.046,0.079
-0.08,-0.039,0.073
-0.069,-0.01,0.048
-0.064,-0.033,0.041
-0.063,-0.028,0.01
-0.082,-0.037,0.034
-0.067,-0.001,0.068
-0.038,0.023,0.009
0.08,-0.034,-0.058
0.072,-0.056,0.001
0.098,-0.044,0.011
0.063,-0.024,-0.036
0.044,-0.034,-0.042
0.039,-0.034,-0.079
0.055,-0.001,-0.049
0.076,0.002,-0.016
0.07,0.017,-0.009
0.078,0.015,0.036
0.051,0.007,0.031
0.065,0.003,0.026
0.071,-0.011,0.094
0.1,-0.035,0.115
0.141,-0.027,0.09
0.123,-0.025,0.074
0.106,-0.035,0.044
0.11,-0.04,-0.016
0.093,-0.077,-0.037
0.013,-0.031,-0.037
0.002,-0.033,-0.053
0.008,-0.051,-0.044
-0.013,-0.003,-0.024
-0.047,-0.009,-0.043
-0.05,-0.011,-0.042
-0.046,0.013,-0.068
-0.054,0.022,-0.077
-0.055,-0.003,-0.105
-0.014,0.019,-0.083
-0.063,0.053,-0.065
-0.02,0.033,-0.065
-0.025,0.048,-0.084
-0.039,0.028,-0.065
-0.015,0.016,-0.046
0.022,0.037,-0.003
0.005,0.023,0.001
0.022,0.047,0.039
0.027,0.002,0.063
0.025,0.045,0.068
-0.015,0.04,0.061
-0.007,0.021,0.037
-0.011,0.031,-0.004
0.021,0,-0.052
0,0.007,-0.05
-0.015,-0.004,-0.021
-0.084,0,0.014
-0.084,0,0.014
-0.081,-0.012,0.04
-0.037,0.003,-0.062
-0.037,0.003,-0.062
-0.045,0.005,-0.17
-0.045,0.005,-0.17
-0.017,0.039,-0.189
-0.027,-0.001,0.003
-0.027,-0.001,0.003
-0.075,0.048,0.023
-0.082,0.053,0.018
-0.082,0.053,0.018
-0.036,0.029,-0.072
-0.036,0.029,-0.072
0.008,0.015,-0.102
0.008,0.015,-0.102
-0.032,0.056,-0.119
-0.053,0.031,-0.056
-0.053,0.031,-0.056
-0.017,0.065,0.055
-0.048,0.036,-0.013
-0.048,0.036,-0.013
0.001,0.009,-0.027
0.001,0.009,-0.027
-0.037,0.057,-0.104
-0.037,0.057,-0.104
-0.004,0.026,-0.073
0.014,0.024,-0.006
0.021,0.012,0.024
0.033,0.002,-0.04
-0.019,-0.014,-0.031
-0.031,-0.019,0.038
-0.057,0.002,0.052
-0.026,0.021,-0.004
-0.067,-0.007,-0.031
-0.048,0.007,-0.069
-0.007,0.014,-0.122
-0.031,0.019,-0.112
-0.069,0.028,-0.028
-0.031,0.026,0.002
-0.074,0.062,-0.004
-0.078,0.035,-0.033
-0.064,0.035,-0.092
-0.026,0.04,-0.131
0.007,0.066,-0.116
0.012,0.049,-0.064
-0.002,0.063,-0.03
-0.004,0.072,-0.009
-0.002,0.058,0.009
-0.009,0.041,-0.028
0.026,0.045,-0.002
0.02,0.047,0.049
0.006,0.035,0.013
0.035,0.04,-0.031
0.006,0.028,-0.041
0.025,0.023,-0.051
0.023,0.028,-0.07
0.011,0.004,-0.106
0.04,0.031,-0.027
0,0.022,-0.022
-0.033,0.041,-0.048
-0.077,0.022,-0.043
-0.069,0.044,-0.036
-0.048,0.037,-0.055
0.001,0.041,-0.098
0.008,0.017,-0.138
-0.005,0.032,-0.112
-0.084,0.056,-0.033
-0.05,0.025,-0.023
-0.038,0.049,-0.035
-0.007,0.022,-0.028
0.043,0.063,0.021
0.024,0.08,0.024
0.024,0.037,-0.042
0.024,0.049,-0.057
0.003,0.039,-0.059
-0.008,0.021,0.014
-0.01,0.031,0.038
-0.01,0.031,0.038
-0.021,0.06,-0.006
-0.002,0.065,-0.068
0,0.048,-0.073
0.023,0.053,-0.08
0.021,0.065,-0.073
0.047,0.058,-0.104
0.026,0.072,-0.123
0.04,0.024,-0.063
0.062,0.05,-0.037
0.066,0.046,-0.025
0.062,0.022,0.012
0.038,0.017,0.022
0.024,0.017,0.022
0.047,0.043,-0.013
0.035,0.013,-0.044
0.002,0.03,-0.047
0.004,0.052,-0.028
-0.016,0.057,-0.069
0.004,0.011,-0.083
-0.021,0.037,-0.083
-0.028,0.057,-0.079
-0.004,0.057,-0.065
-0.023,0.045,-0.055
0.002,0.069,-0.084
-0.007,0.061,-0.12
-0.002,0.059,-0.096
0.006,0.092,-0.135
0.042,0.097,-0.116
0.041,0.063,-0.071
0.072,0.072,-0.056
0.029,0.093,-0.035
-0.008,0.031,-0.04
0.046,0.077,-0.006
0.034,0.096,0.053
0.058,0.058,0.017
0.052,0.027,0.01
0.021,0.034,0.012
-0.031,0.007,0.024
-0.011,0.046,0.032
-0.001,0.015,-0.027
0.01,0.034,-0.075
-0.008,0.019,-0.094
-0.016,0.024,-0.113
-0.008,0.01,-0.12
0.046,0.027,-0.158
0.015,0.014,-0.117
0.004,0.047,-0.033
0.023,0.033,-0.04
0.035,0.04,-0.045
0.017,0.021,-0.031
-0.014,0.054,0.019
0.017,0.049,0.023
0.014,0.03,-0.021
0.014,0.069,-0.028
0.004,0.042,-0.043
0.033,0.038,-0.04
0.04,0.033,-0.045
0.028,0.033,-0.057
0.028,0.033,-0.057
0.007,0.019,-0.045
0.023,0.038,-0.033
0.011,0.031,-0.055
0.011,0.031,-0.055
0.029,0.038,-0.055
0.046,0.036,-0.055
0.046,0.036,-0.055
0.086,0.024,-0.065
0.067,0.055,-0.017
0.041,0.067,-0.031
0.072,0.057,-0.017
0.084,0.033,-0.01
0.026,0.017,0.011
0.05,0.002,-0.003
0.012,0.014,0.027
0.055,-0.042,-0.008
0.055,-0.042,-0.008
-0.006,-0.044,-0.015
-0.006,-0.044,-0.015
-0.037,-0.056,-0.014
-0.011,-0.041,-0.151
-0.011,-0.041,-0.151
-0.004,-0.005,-0.076
-0.004,-0.005,-0.076
-0.015,0.01,-0.04
-0.005,0.046,-0.018
-0.005,0.046,-0.018
0.051,0.041,-0.102
0.056,0.037,-0.107
0.056,0.037,-0.107
0.054,0.039,-0.037
0.054,0.039,-0.037
0.066,0.005,0.007
0.047,0.008,0
0.047,0.008,0
0.076,0.015,0.003
0.076,0.015,0.003
0.037,0.001,0.025
0.037,0.001,0.025
0.052,-0.018,0.035
0.033,-0.049,0.008
0.033,-0.049,0.008
-0.002,-0.07,-0.022
-0.007,-0.049,-0.051
-0.007,-0.049,-0.051
0.014,-0.057,-0.015
-0.002,-0.038,-0.005
0.021,-0.05,-0.02
0.009,-0.034,-0.023
0.016,-0.05,0
0.002,-0.055,-0.006
0.006,-0.043,-0.021
0.026,-0.067,-0.016
-0.024,-0.026,-0.009
-0.115,-0.041,0.131
-0.096,-0.058,0.148
-0.007,-0.007,-0.005
0.167,-0.091,-0.273
0.074,-0.179,-0.139
-0.088,-0.1,-0.108
-0.161,-0.016,0.157
-0.274,-0.144,0.284
-0.307,-0.29,0.38
-0.307,-0.29,0.38
0.033,-0.19,0.131
0.11,-0.207,0.045
0.086,-0.22,-0.053
0.047,-0.255,-0.038
0.028,-0.243,-0.026
-0.04,-0.191,0.049
0.047,-0.217,0.001
0.114,-0.155,-0.081
0.193,-0.184,-0.096
0.177,-0.143,-0.158
0.239,-0.224,-0.134
0.344,-0.279,-0.144
0.375,-0.204,-0.165
0.371,-0.31,-0.093
0.389,-0.387,0.124
0.388,-0.464,0.329
0.372,-0.483,0.365
0.354,-0.495,0.334
0.371,-0.514,0.229
0.383,-0.582,0.155
0.551,-0.971,0.085
0.298,-0.588,0.188
0.193,-0.356,-0.291
0.132,-0.119,-0.402
0.269,-0.235,-0.354
0.383,-0.34,-0.298
0.343,-0.397,-0.056
0.248,-0.401,0.201
0.206,-0.453,0.396
0.141,-0.441,0.503
0.121,-0.356,0.454
0.068,-0.364,0.339
