# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-27 15:19:36.072
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.016462,0.0340,0.0230,0.0740,0.08
0.019706,0.0870,0.0610,-0.0660,0.13
0.034120,0.0490,0.0660,-0.0660,0.11
0.039756,0.0490,0.0400,-0.0900,0.11
0.048258,0.0490,0.0400,-0.0900,0.11
0.065218,0.1180,0.0760,0.0870,0.17
0.071134,0.1030,0.0880,0.1660,0.21
0.089847,0.1990,0.1150,0.2380,0.33
0.090285,0.1990,0.1150,0.2380,0.33
0.104481,0.2370,0.1060,0.3460,0.43
0.116578,0.2540,0.0800,0.4640,0.53
0.120104,0.1390,0.0850,0.4330,0.46
0.131733,0.1390,0.0850,0.4330,0.46
0.140331,0.0500,0.0690,0.2490,0.26
0.150192,0.0290,0.0690,0.1360,0.16
0.164684,0.0330,0.0890,0.0360,0.10
0.169961,0.0920,0.0750,-0.0160,0.12
0.188329,0.1450,0.0960,-0.0180,0.17
0.188697,0.1450,0.0960,-0.0180,0.17
0.198802,0.1930,0.0960,0.0330,0.22
0.213536,0.1500,0.1010,0.1910,0.26
0.222685,0.1500,0.1010,0.1910,0.26
0.232101,0.1190,0.1440,0.2060,0.28
0.239770,0.1380,0.0940,0.2030,0.26
0.249882,0.0830,0.1280,0.1670,0.23
0.265409,0.0540,0.1110,0.1290,0.18
0.270397,0.0590,0.0850,0.0500,0.11
0.284345,0.0950,0.0750,0.0020,0.12
0.291116,0.0900,0.0390,-0.0140,0.10
0.302786,0.0900,0.0390,-0.0140,0.10
0.318878,0.0420,0.1620,0.2290,0.28
0.319324,0.0420,0.1620,0.2290,0.28
0.337706,0.0850,0.1380,0.1880,0.25
0.338089,0.1340,0.0640,0.0610,0.16
0.353531,0.1580,0.0330,0.0400,0.17
0.370396,0.0410,0.0630,0.1520,0.17
0.370785,0.0410,0.0630,0.1520,0.17
0.386984,0.0940,0.1470,0.1880,0.26
0.403821,0.1470,0.0300,0.1070,0.18
0.404226,0.1470,0.0300,0.1070,0.18
0.420181,0.0610,0.0710,0.0230,0.10
0.420630,0.0610,0.0710,0.0230,0.10
0.436583,0.0460,0.1540,0.1740,0.24
0.441161,0.1590,0.0230,0.1520,0.22
0.454937,0.1590,0.0230,0.1520,0.22
0.468132,0.0590,0.0180,0.1190,0.13
0.468521,0.0590,0.0180,0.1190,0.13
0.487342,0.0230,0.0920,0.1050,0.14
0.491378,0.1070,0.1540,0.0470,0.19
0.504607,0.1070,0.1540,0.0470,0.19
0.518337,0.2320,0.1480,-0.0330,0.28
0.518795,0.2320,0.1480,-0.0330,0.28
0.538136,0.1380,0.0470,0.1480,0.21
0.538574,0.1380,0.0470,0.1480,0.21
0.553512,0.0500,0.0670,0.2530,0.27
0.569528,0.0840,0.0950,0.2050,0.24
0.569959,0.0840,0.0950,0.2050,0.24
0.583819,0.1490,0.0980,0.1720,0.25
0.590249,0.1040,0.1500,0.2250,0.29
0.600702,0.1040,0.1500,0.2250,0.29
0.614114,0.1420,0.0970,0.1930,0.26
0.620437,0.1390,0.1110,0.1270,0.22
0.633649,0.1390,0.1110,0.1270,0.22
0.651143,0.1340,0.0900,0.1410,0.21
0.651555,0.1340,0.0900,0.1410,0.21
0.671910,0.1560,0.1290,-0.0180,0.20
0.672391,0.1560,0.1290,-0.0180,0.20
0.685645,0.1800,0.1060,-0.0260,0.21
0.702459,0.0980,0.1530,0.0520,0.19
0.702963,0.0980,0.1530,0.0520,0.19
0.719396,0.1180,0.0840,0.1120,0.18
0.719884,0.1180,0.0840,0.1120,0.18
0.735443,0.1490,0.0690,0.0930,0.19
0.752612,0.1330,0.1260,0.1910,0.26
0.753211,0.1330,0.1260,0.1910,0.26
0.768801,0.1540,0.0540,0.0810,0.18
0.769415,0.1540,0.0540,0.0810,0.18
0.785892,0.0840,0.0560,0.0420,0.11
0.802728,0.0290,0.1110,0.0090,0.12
0.803160,0.0460,0.1210,0.0520,0.14
0.818250,0.1130,0.1210,0.0730,0.18
0.818712,0.1130,0.1210,0.0730,0.18
0.834925,0.1020,0.0730,0.1550,0.20
0.852510,0.0370,0.0970,0.1860,0.21
0.853097,0.0370,0.0970,0.1860,0.21
0.868199,0.0420,0.0970,0.2570,0.28
0.868656,0.0420,0.0970,0.2570,0.28
0.885310,0.0560,0.0820,0.2140,0.24
0.903018,0.1360,0.0530,0.1110,0.18
0.903487,0.1360,0.0530,0.1110,0.18
0.918230,0.0840,0.0940,0.1040,0.16
0.918701,0.0840,0.0940,0.1040,0.16
0.935679,0.0690,0.1420,0.1590,0.22
0.951942,0.2010,0.1420,0.1020,0.27
0.952463,0.2010,0.1420,0.1020,0.27
0.967601,0.1390,0.0530,0.0970,0.18
0.970798,0.1220,0.0750,0.0970,0.17
0.985242,0.1220,0.0750,0.0970,0.17
0.999612,0.0840,0.0750,0.0710,0.13
1.000118,0.0840,0.0750,0.0710,0.13
1.021121,0.1170,0.0800,-0.0220,0.14
1.021735,0.1170,0.0800,-0.0220,0.14
1.035390,0.1170,0.1160,0.0590,0.18
1.050829,0.1480,0.1000,0.1120,0.21
1.051368,0.1480,0.1000,0.1120,0.21
1.067761,0.1070,0.0260,0.1840,0.21
1.068256,0.1070,0.0260,0.1840,0.21
1.084437,0.0140,0.0160,0.1600,0.16
1.101268,0.0270,0.0500,0.2780,0.28
1.101832,0.0270,0.0500,0.2780,0.28
1.117660,0.1950,0.0670,0.1940,0.28
1.120385,0.2240,0.0480,0.1610,0.28
1.133787,0.2240,0.0480,0.1610,0.28
1.150679,0.1520,0.0460,0.1440,0.21
1.151149,0.1230,0.0460,0.1370,0.19
1.168646,0.1090,0.0770,0.1260,0.18
1.169269,0.1400,0.0490,0.0920,0.17
1.183318,0.1450,0.0610,0.0760,0.17
1.201046,0.1310,0.0420,0.0330,0.14
1.201585,0.0810,0.0620,0.0690,0.12
1.217401,0.0350,0.0650,0.0830,0.11
1.233886,0.0460,0.0720,0.0910,0.12
1.234351,0.0840,0.0240,0.0930,0.13
1.248704,0.1370,0.0510,0.1340,0.20
1.249261,0.0980,0.0460,0.1600,0.19
1.264233,0.0930,0.0480,0.1720,0.20
1.268995,0.0950,0.0600,0.1770,0.21
1.278858,0.0710,0.0310,0.2300,0.24
1.298735,0.0600,0.0070,0.1770,0.19
1.299225,0.0650,0.0540,0.1030,0.13
1.317394,0.0960,0.0510,0.0570,0.12
1.319244,0.0970,0.0490,0.0790,0.13
1.333062,0.0660,0.0240,0.1860,0.20
1.347210,0.0590,0.0070,0.2740,0.28
1.348587,0.0140,0.0140,0.3030,0.30
1.359577,0.0070,-0.0120,0.3170,0.32
1.369003,0.0120,0.0350,0.2620,0.26
1.378362,0.0410,0.0490,0.1950,0.21
1.392850,0.1050,0.0370,0.0700,0.13
1.399441,0.1240,0.0060,0.0480,0.13
1.417231,0.1480,0.0230,0.0480,0.16
1.419189,0.1070,0.0590,0.0960,0.16
1.432186,0.1260,0.0700,0.1390,0.20
1.445038,0.1110,0.1420,0.1820,0.26
1.449330,0.2060,0.1100,0.0710,0.24
1.458551,0.2300,0.0200,0.0020,0.23
1.477282,0.1310,0.0440,0.0450,0.15
1.480709,0.1260,0.0580,0.1380,0.20
1.492145,0.1160,0.0170,0.2430,0.27
1.500813,0.1040,-0.0080,0.2640,0.28
1.511844,0.1040,-0.0080,0.2640,0.28
1.529715,0.0470,0.0220,0.0630,0.08
1.530150,0.0470,0.0220,0.0630,0.08
1.549398,0.1050,0.0710,0.0120,0.13
1.549971,0.1050,0.0710,0.0120,0.13
1.567113,0.1910,0.1230,0.0410,0.23
1.584056,0.1560,-0.0020,0.3110,0.35
1.584469,0.1560,-0.0020,0.3110,0.35
1.600202,0.0070,0.0180,0.3440,0.34
1.600639,0.0070,0.0180,0.3440,0.34
1.616101,0.0530,0.0180,0.2430,0.25
1.632330,0.1630,0.0110,0.0590,0.17
1.632797,0.1630,0.0110,0.0590,0.17
1.647929,0.1240,0.0070,0.1790,0.22
1.648362,0.1240,0.0070,0.1790,0.22
