# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-27 15:14:18.341
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.006785,-0.4450,0.7960,0.1870,0.93
0.021833,-0.4380,0.8580,0.1840,0.98
0.039046,-0.2890,0.8820,0.2860,0.97
0.039443,-0.2890,0.8820,0.2860,0.97
0.053997,-0.2000,0.8830,0.5040,1.04
0.054889,-0.1880,0.9440,0.4170,1.05
0.070428,-0.1490,0.9590,0.1640,0.98
0.086122,-0.1980,1.0010,-0.1800,1.04
0.086468,-0.2250,1.0680,-0.4550,1.18
0.101845,-0.3010,1.0850,-0.6640,1.31
0.104715,-0.3210,1.0560,-0.7830,1.35
0.117772,-0.3210,1.0560,-0.7830,1.35
0.134899,-0.3950,0.8390,-0.8360,1.25
0.135319,-0.3950,0.8390,-0.8360,1.25
0.154241,-0.4240,0.6760,-0.7010,1.06
0.154694,-0.4640,0.5140,-0.4880,0.85
0.170511,-0.4940,0.3750,-0.3570,0.72
0.187594,-0.3770,0.0520,-0.3130,0.49
0.188106,-0.3770,0.0520,-0.3130,0.49
0.204138,-0.3380,-0.0440,-0.3680,0.50
0.204594,-0.3320,-0.1680,-0.4490,0.58
0.220445,-0.3730,-0.2730,-0.5940,0.75
0.237591,-0.4590,-0.3980,-1.0270,1.19
0.237998,-0.4590,-0.3980,-1.0270,1.19
0.254150,-0.4840,-0.4310,-1.1340,1.31
0.254600,-0.5480,-0.4100,-1.1360,1.33
0.270960,-0.5930,-0.4290,-1.1860,1.39
0.286702,-0.4350,-0.5820,-1.3680,1.55
0.287141,-0.4350,-0.5820,-1.3680,1.55
0.304347,-0.3090,-0.6310,-1.4260,1.59
0.304816,-0.1240,-0.7500,-1.3840,1.58
0.318511,0.0320,-0.9060,-1.4130,1.68
0.334192,-0.0210,-0.9960,-1.5530,1.85
0.334522,-0.0210,-0.9960,-1.5530,1.85
0.348049,-0.2580,-0.7340,-1.8880,2.04
0.363599,-0.7750,-0.3120,-2.4200,2.56
0.371409,-0.9120,-0.1820,-2.5530,2.72
0.381336,-0.9420,0.0480,-2.6720,2.83
0.398871,-0.8590,0.2400,-2.5200,2.67
0.399445,-0.6540,0.3520,-2.3450,2.46
0.414916,-0.3220,0.4020,-2.0480,2.11
0.415703,-0.0040,0.2810,-1.7430,1.77
0.428728,0.3100,0.1820,-1.4440,1.49
0.446835,0.3810,0.1840,-1.0900,1.17
0.446998,0.3360,0.2470,-0.6330,0.76
0.463088,0.2380,0.2990,-0.0850,0.39
0.468927,0.1610,0.2670,0.3940,0.50
0.479428,0.1360,0.1540,0.7840,0.81
0.489193,0.0220,0.1680,0.9700,0.98
0.500838,-0.1610,0.2350,1.0280,1.07
0.505949,-0.3340,0.4250,1.0780,1.21
0.519719,-0.3340,0.4250,1.0780,1.21
0.534282,-0.3480,0.6060,1.1940,1.38
0.534752,-0.3480,0.6060,1.1940,1.38
0.552316,-0.6090,0.9220,1.3930,1.78
0.569891,-0.8630,1.1750,1.7200,2.25
0.570349,-0.9130,1.2340,1.9820,2.51
0.586316,-0.9120,1.2610,2.3300,2.80
0.586754,-0.9300,1.2900,2.6190,3.06
0.602884,-1.0230,1.3240,2.7850,3.25
0.619522,-1.1230,1.3140,2.9830,3.45
0.620061,-1.0980,1.1740,3.2770,3.65
0.635459,-0.9580,0.8530,3.7930,4.00
0.636022,-0.9580,0.8530,3.7930,4.00
0.651328,-0.5450,0.2050,4.6590,4.70
0.669734,-0.5630,0.1500,4.8350,4.87
0.670263,-0.6260,0.0910,4.8050,4.85
0.685001,-0.7640,-0.0170,4.6860,4.75
0.685518,-0.7640,-0.0170,4.6860,4.75
0.703737,-1.3100,-0.0370,4.3120,4.51
0.718479,-1.4470,-0.0170,3.9070,4.17
0.718976,-1.3480,-0.0900,3.4120,3.67
0.735276,-0.9680,-0.1910,2.8430,3.01
0.735857,-0.9680,-0.1910,2.8430,3.01
0.751518,-0.3020,-0.3050,1.7200,1.77
0.770097,-0.1170,-0.3490,1.0270,1.09
0.770603,0.0020,-0.4680,0.3230,0.57
0.786003,0.0020,-0.5890,-0.5110,0.78
0.786447,0.0020,-0.5890,-0.5110,0.78
0.802247,-0.3400,-0.6380,-2.2610,2.37
0.818616,-0.4500,-0.6510,-3.1560,3.25
0.819171,-0.5010,-0.5640,-3.9960,4.07
0.829791,-0.4750,-0.4940,-4.7900,4.84
0.837967,-0.3470,-0.4640,-5.5000,5.53
0.844804,-0.1600,-0.4940,-5.9370,5.96
0.861129,-0.0260,-0.5150,-6.3340,6.35
0.867857,-0.0130,-0.4910,-6.6300,6.65
0.878826,-0.0280,-0.5000,-6.8480,6.87
0.890490,-0.0040,-0.6410,-6.9090,6.94
0.900983,0.0050,-0.7380,-6.8980,6.94
0.912968,0.0500,-0.8560,-6.8680,6.92
0.917724,0.0690,-0.8850,-6.8590,6.92
0.927103,0.1050,-0.8870,-6.8240,6.88
0.937872,0.2210,-0.8630,-6.7530,6.81
0.945515,0.2660,-0.8160,-6.6610,6.72
0.960974,0.3130,-0.7020,-6.4530,6.50
0.967181,0.3090,-0.6180,-6.2930,6.33
0.981719,0.3360,-0.5510,-6.0760,6.11
0.988630,0.2280,-0.4910,-5.7240,5.75
1.002205,0.0530,-0.3900,-5.2990,5.31
1.017518,-0.0930,-0.4000,-4.8390,4.86
1.017940,-0.2390,-0.4000,-4.4530,4.48
1.034349,-0.3500,-0.2810,-4.1760,4.20
1.034753,-0.3500,-0.2810,-4.1760,4.20
1.049772,-0.4920,-0.1040,-3.9130,3.95
1.054948,-0.2030,0.1340,-2.8400,2.85
1.066663,-0.2030,0.1340,-2.8400,2.85
1.078628,0.3690,0.0950,-1.4120,1.46
1.087369,0.5060,0.1150,-0.5690,0.77
1.098893,0.5690,0.0780,0.2180,0.61
1.119114,0.4530,0.1340,0.9620,1.07
1.119523,0.1240,0.3240,1.5250,1.56
1.133213,-0.3160,0.6360,1.9870,2.11
1.137570,-0.7560,0.9020,2.3590,2.64
1.151502,-1.1040,1.1820,2.8890,3.31
1.166696,-1.2590,1.4320,3.5010,3.99
1.167094,-1.2100,1.5840,3.8610,4.35
1.182623,-0.8740,1.5030,4.2670,4.61
1.187875,-0.4350,1.3520,4.8490,5.05
1.201239,-0.0570,1.2220,5.3190,5.46
1.216418,0.3480,0.9550,5.7760,5.86
1.216860,0.8820,0.4410,6.1700,6.25
1.234549,1.3730,-0.0430,6.3300,6.48
1.234974,1.3730,-0.0430,6.3300,6.48
1.250421,1.5130,-0.1900,6.1420,6.33
1.267695,1.1340,0.0380,5.9960,6.10
1.268250,0.8640,0.1350,5.7390,5.81
